cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	new_sequence_id	new_start	new_end	new_length	new_pul_length_sum	new_percentage_in_puls	domain	phylum	class	order	family	genus	species	domain_new	phylum_new	class_new	order_new	family_new	genus_new	species_new
21160	FP476056	4234954	4251611		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21161	FP476056	4483050	4501301		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21162	FP476056	4575941	4589508		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21163	FP476056	4619396	4635730		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21164	FP476056	4638393	4653877		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21165	FP476056	4684230	4704981		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21166	FP476056	5323242	5338568		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
21168	FP476056	5406314	5436219		puldb		5521712	929780	16.838618167698712							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans							
234	NZ_AAXF02000024	9121	20514		puldb		20168	11393	56.49047996826656	CP102259	6223165	6234206	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
235	NZ_AAXF02000026	274	9363		puldb		29967	20537	68.53205192378283	CP012938	4176906	4185995	6472489	9089	0.14042511312108835	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
236	NZ_AAXF02000026	19128	30576		puldb		29967	20537	68.53205192378283	CP102259	1487070	1497909	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
237	NZ_AAXF02000029	10464	36605		puldb		59901	35825	59.80701490793142	LT622246	425562	451705	6475296	45191	0.6978985979945936	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
238	NZ_AAXF02000029	51088	60772		puldb		59901	35825	59.80701490793142	CP102259	402262	411075	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
239	NZ_AAXF02000030	5536	25779		puldb		70358	42751	60.76210239063077	CP102259	4550422	4570667	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
240	NZ_AAXF02000030	37682	60190		puldb		70358	42751	60.76210239063077	CP102259	4516009	4538517	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
24087	LT629745	1394780	1414040		puldb		3545181	19260	0.5432726848079125							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia echinicola							
241	NZ_AAXF02000033	0	19207		puldb		87788	19207	21.87884448899622	CP102259	297879	317085	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
242	NZ_AAXF02000034	52491	68367		puldb		67448	15876	23.5381330802989	CP102259	4166402	4181359	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
243	NZ_AAXF02000035	54749	75899		puldb		81283	21150	26.020201026044806	CP102259	5344601	5365751	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
244	NZ_AAXF02000036	8594	25535		puldb		85867	23505	27.373729139250237	CP102259	6305863	6322802	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
24469	CP016359	228516	249102		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
24473	CP016359	1091860	1110518		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
24474	CP016359	1614973	1648031		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
24475	CP016359	1650974	1691598		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
24476	CP016359	1800952	1817291		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
24478	CP016359	2554976	2583034		puldb		4007868	294672	7.352337951249892							Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava							
245	NZ_AAXF02000036	41995	48559		puldb		85867	23505	27.373729139250237	CP102259	6282838	6289403	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
246	NZ_AAXF02000038	41130	60177		puldb		93223	25671	27.537195756412043	LT622246	5507775	5526823	6475296	45191	0.6978985979945936	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
247	NZ_AAXF02000038	76217	82841		puldb		93223	25671	27.537195756412043	CP102259	5539952	5546576	6472384	167859	2.5934647882449497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
248	NZ_AAXF02000039	3621	22957		puldb		121138	61975	51.16065974343311							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
249	NZ_AAXF02000039	48461	60765		puldb		121138	61975	51.16065974343311							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
252	NZ_AAXF02000040	1876	22760		puldb		125494	20884	16.641433056560473							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
253	NZ_AAXF02000041	28293	44956		puldb		139020	49034	35.27118400230183							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
254	NZ_AAXF02000041	96354	103043		puldb		139020	49034	35.27118400230183							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
255	NZ_AAXF02000041	114338	140020		puldb		139020	49034	35.27118400230183							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
256	NZ_AAXF02000042	454	12090		puldb		143787	79895	55.56482853109113							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
257	NZ_AAXF02000042	24670	38296		puldb		143787	79895	55.56482853109113							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
261	NZ_AAXF02000043	41917	50730		puldb		141798	15496	10.928221836697274							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
262	NZ_AAXF02000043	62115	68798		puldb		141798	15496	10.928221836697274							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
263	NZ_AAXF02000044	103264	117965		puldb		155910	14701	9.429157847476109							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
264	NZ_AAXF02000045	14495	40356		puldb		201844	85713	42.46497294940647							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
265	NZ_AAXF02000045	41912	57111		puldb		201844	85713	42.46497294940647							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
268	NZ_AAXF02000046	0	41396		puldb		243546	104271	42.81367790889606							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
277	NZ_AAXF02000047	185084	238494		puldb		267235	152343	57.007128557262334							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
278	NZ_AAXF02000048	254293	266909		puldb		388389	12616	3.2482897301416878							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
27810	NC_004663	21906	29011		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27811	NC_004663	138333	151899		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27812	NC_004663	197238	212201		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27813	NC_004663	221704	239311		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27814	NC_004663	291568	341723		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27815	NC_004663	381145	387947		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27816	NC_004663	416722	456321		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27819	NC_004663	594675	601171		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27820	NC_004663	933484	946092		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27821	NC_004663	1060861	1069345		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27824	NC_004663	1402593	1409293		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27825	NC_004663	1587730	1601485		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27826	NC_004663	1768414	1775037		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27827	NC_004663	1913110	1922462		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27830	NC_004663	2072899	2080060		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27832	NC_004663	2188544	2228013		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27834	NC_004663	2547855	2554306		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27835	NC_004663	2636169	2661634		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27836	NC_004663	2728184	2735917		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27839	NC_004663	2846074	2852583		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27840	NC_004663	2941417	2953200		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27841	NC_004663	2979116	2992975		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27842	NC_004663	3072421	3086520		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27843	NC_004663	3159255	3169856		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27844	NC_004663	3191720	3200432		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27846	NC_004663	3476149	3490799		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27847	NC_004663	3501745	3523095		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27852	NC_004663	3709631	3726635		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27853	NC_004663	3729365	3752904		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27854	NC_004663	3800071	3817084		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27855	NC_004663	3823416	3832948		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27860	NC_004663	4044654	4070779		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27864	NC_004663	4211870	4240544		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27865	NC_004663	4245707	4259987		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27868	NC_004663	4456047	4527084		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27869	NC_004663	4540946	4571056		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27871	NC_004663	4634419	4679895		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27872	NC_004663	4700792	4710028		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27876	NC_004663	4865087	4876193		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27881	NC_004663	5184604	5206167		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27882	NC_004663	5247793	5256143		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27883	NC_004663	5300977	5354000		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27884	NC_004663	5370714	5409988		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27885	NC_004663	5418109	5434257		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27886	NC_004663	5440391	5518337		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27887	NC_004663	5581952	5602271		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27888	NC_004663	5617174	5632527		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27889	NC_004663	5655890	5669765		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27890	NC_004663	5738541	5750363		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27891	NC_004663	5797923	5808973		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27892	NC_004663	5878054	5886923		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27893	NC_004663	6061271	6073615		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27896	NC_004663	6173951	6191501		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27897	NC_004663	6195911	6209357		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
27904	NC_004663	625800	630842		puldb		6260361	1922704	30.712350294176325							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron							
28	NZ_ABJL02000008	2467545	2530030		puldb		3472993	104417	3.0065421957372216							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis							
282	NZ_AAXF02000049	97061	149949		puldb		428982	287563	67.03381493862213							Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus							
