cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	length	pul_length_sum	percentage_in_puls	domain	phylum	class	order	family	genus	species
27847_PUL0376	AE015928	3501745	3523095	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27848_PUL0689	AE015928	3556328	3579591	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27849_27850_27851_PUL0354	AE015928	3610934	3674260	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27852	AE015928	3709631	3726635		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27853	AE015928	3729365	3752904		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27854	AE015928	3800071	3817084		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27855	AE015928	3823416	3832948		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27856_PUL0665	AE015928	3851033	3869605	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27859_PUL0688	AE015928	4017183	4029556	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27860	AE015928	4044654	4070779		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27861_PUL0712	AE015928	4124849	4143407	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27862_27863	AE015928	4173538	4201087		puldb	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27864	AE015928	4211870	4240544		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27865_PUL0325	AE015928	4245707	4259987	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27866_27867_PUL0377	AE015928	4268304	4323090	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27868_PUL0468	AE015928	4456047	4527084	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27869	AE015928	4540946	4571056		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27870_PUL0713	AE015928	4614173	4628579	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27871	AE015928	4634419	4679895		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27872	AE015928	4700792	4710028		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27873_27902_27874_PUL0559_PUL0563	AE015928	4748697	4793038	818	puldb_dbcan_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27875_PUL0204	AE015928	4799873	4817693	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27876_PUL0470	AE015928	4865087	4876193	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27877_27900_PUL0163	AE015928	4892415	4930042	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27878_PUL0162	AE015928	5011915	5035451	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27879_27880_PUL0471	AE015928	5127179	5163752	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27881_PUL0380	AE015928	5184604	5206167	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27882	AE015928	5247793	5256143		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27883_PUL0472	AE015928	5300977	5354000	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27884_PUL0305	AE015928	5370714	5409988	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27885_PUL0252	AE015928	5418109	5434257	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27886_PUL0564	AE015928	5440391	5518337	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27887_PUL0382	AE015928	5581952	5602271	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27888	AE015928	5617174	5632527		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27889_PUL0251	AE015928	5655890	5669765	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27890_PUL0383	AE015928	5738541	5750363	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27891_PUL0120	AE015928	5797923	5808973	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27892	AE015928	5878054	5886923		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27893	AE015928	6061271	6073615		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27894_27895_PUL0384_PUL0304	AE015928	6084860	6132980	818	puldb_dbcan_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27896_PUL0356	AE015928	6173951	6191501	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27897	AE015928	6195911	6209357		puldb		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27898_27901_27822_27823_PUL0558_PUL0117	AE015928	1193776	1338010	818	puldb_dbcan_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
27904_PUL0116	AE015928	625800	630842	818	puldb_dbcan	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0205_27857_27858	AE015928	3910956	3957529	818	dbcan_puldb_puldb	merged	false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0666	AE015928	4732770	4741675	818	dbcan		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0667	AE015928	4883107	4887725	818	dbcan		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0717	AE015928	3989587	4001991	818	dbcan		false	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
PUL0248	AE016795	775591	796807	672	dbcan		false	3281866	21216	0.646461494771572	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B
PUL0039	AF135399	770	5022	274	dbcan		false	5311	4252	80.06025230653361	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus thermophilus
PUL0412	AF417111	170	3605	305	dbcan		false	3969	3435	86.54572940287225	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
PUL0208	AH007017	89	8199	43657	dbcan		false	8301	8110	97.69907240091555	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas spongiae
PUL0588	AL645882	5692292	5696970	1902	dbcan		false	8667507	27789	0.3206112207350972	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceoruber
PUL0653	AL645882	3831534	3854645	1902	dbcan		false	8667507	27789	0.3206112207350972	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceoruber
PUL0169	AM039952	3088883	3109438	456327	dbcan		false	5178466	20555	0.39693221892351904	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria
PUL0396	AM260479	327968	338299	106590	dbcan		false	4052032	10331	0.2549584998341573	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator_D
PUL0015	AM406671	1209752	1217592	1358	dbcan		false	2529478	20146	0.7964489115936173	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris
PUL0016	AM406671	428397	433134	1358	dbcan		false	2529478	20146	0.7964489115936173	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris
PUL0582	AM406671	174930	179693	1358	dbcan		false	2529478	4763	0.18829972033755582	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris
PUL0683	AM406671	1815995	1823564	1358	dbcan		false	2529478	20146	0.7964489115936173	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris
PUL0053	AM743169	2619918	2632750	40324	dbcan		false	4851126	12832	0.26451590826542126	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
PUL0068	AM886293	23902	29914	562	dbcan		false	168113	6012	3.576166031181408							
PUL0312	AM889285	473742	477151	33996	dbcan		true	3944163	3409	0.08643151918417165	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
PUL0410	AOMX01000002	934681	941265	562	dbcan		false	2315828	6584	0.28430436111835594	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
3651_PUL0348	AP006841	2021215	2050211	817	puldb_dbcan	merged	false	5277274	28996	0.5494503412178333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PUL0144	AP006878	1552919	1569129	311400	dbcan		false	2088737	16210	0.7760670682809755							
PUL0370	AP009044	3017544	3021779	1718	dbcan		false	3314179	8649	0.26096960966803545	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glutamicum
PUL0372	AP009044	2877504	2881918	1718	dbcan		false	3314179	8649	0.26096960966803545	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glutamicum
PUL0402	AP012281	1563593	1571798	1046624	dbcan		false	2421471	8205	0.33884362026222903	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
PUL0088	AP014571	837475	848081	1309	dbcan		true	2094589	10606	0.5063523201926488	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
PUL0197_PUL0589	AP014571	1497079	1507378	1309	dbcan	merged	false	2032925	22373	1.100532483982439	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
PUL0647	AP014571	1468777	1476804	1309	dbcan		false	2032925	22373	1.100532483982439	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
