cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	domain	phylum	class	order	family	genus	species	blast_status
21131	FP476056	576319	592323		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21132	FP476056	1085930	1101326		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21133	FP476056	1190929	1208012		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21134	FP476056	1223179	1246806		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21135_21136	FP476056	1250098	1281471		puldb	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21137	FP476056	1479049	1491997		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21138	FP476056	1769357	1777496		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21139	FP476056	2420111	2441113		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21140	FP476056	2504916	2518507		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21143	FP476056	2610665	2619786		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21144	FP476056	2681750	2690170		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21145	FP476056	2695784	2707616		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21146	FP476056	2875504	2888080		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21147_PUL0151	FP476056	3065129	3084329	63186	puldb_dbcan	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21148	FP476056	3125872	3141960		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21149	FP476056	3552451	3560830		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21150	FP476056	3603808	3617045		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21151	FP476056	3848117	3864900		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21152_21153	FP476056	3938479	4000085		puldb	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21154_21155	FP476056	4018270	4054164		puldb	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21156_21157	FP476056	4070820	4102585		puldb	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21158_PUL0315	FP476056	4125495	4143881	63186	puldb_dbcan	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21159	FP476056	4157067	4186737		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21160	FP476056	4234954	4251611		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21161	FP476056	4483050	4501301		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21162	FP476056	4575941	4589508		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21163	FP476056	4619396	4635730		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21164	FP476056	4638393	4653877		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21165	FP476056	4684230	4704981		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21166	FP476056	5323242	5338568		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21167_PUL0316	FP476056	5363176	5389576	63186	puldb_dbcan	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21168	FP476056	5406314	5436219		puldb		5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
21169_PUL0148	FP476056	3633325	3658429	63186	puldb_dbcan	merged	5521712	929780	16.838618167698712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	
234	CP102259	6223165	6234206		puldb		6472384	73446	1.1347596187123632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
235	CP012938	4176906	4185995		puldb		6472489	9089	0.14042511312108835	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
236	CP102259	1487070	1497909		puldb		6472384	73446	1.1347596187123632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
237	LT622246	425562	451705		puldb		6475296	26143	0.4037344393213839	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
238	CP102259	402262	411075		puldb		6472384	73446	1.1347596187123632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
239	CP102259	4550422	4570667		puldb		6472384	73446	1.1347596187123632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
240	CP102259	4516009	4538517		puldb		6472384	73446	1.1347596187123632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	true
24087	LT629745	1394780	1414040		puldb		3545181	19260	0.5432726848079125	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia echinicola	
241	NZ_AAXF02000033	0	19207		puldb		87788	19207	21.87884448899622	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
242	NZ_AAXF02000034	52491	68367		puldb		67448	15876	23.5381330802989	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
243	NZ_AAXF02000035	54749	75899		puldb		81283	21150	26.020201026044806	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
244	NZ_AAXF02000036	8594	25535		puldb		85867	23505	27.373729139250237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
24469	CP016359	228516	249102		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24470_24471_PUL0328	CP016359	326512	381160	1486245	puldb_dbcan	merged	4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24472_PUL0329	CP016359	397120	435831	1486245	puldb_dbcan	merged	4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24473	CP016359	1091860	1110518		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24474	CP016359	1614973	1648031		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24475	CP016359	1650974	1691598		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24476	CP016359	1800952	1817291		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24477_PUL0330	CP016359	2418903	2462893	1486245	puldb_dbcan	merged	4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
24478	CP016359	2554976	2583034		puldb		4007868	294672	7.352337951249892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava	
245	NZ_AAXF02000036	41995	48559		puldb		85867	23505	27.373729139250237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
246	NZ_AAXF02000038	41130	60177		puldb		93223	25671	27.537195756412043	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
247	NZ_AAXF02000038	76217	82841		puldb		93223	25671	27.537195756412043	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
252	NZ_AAXF02000040	1876	22760		puldb		125494	20884	16.641433056560473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
253	NZ_AAXF02000041	28293	44956		puldb		139020	49034	35.27118400230183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
254	NZ_AAXF02000041	96354	103043		puldb		139020	49034	35.27118400230183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
255	NZ_AAXF02000041	114338	140020		puldb		139020	49034	35.27118400230183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
261	NZ_AAXF02000043	41917	50730		puldb		141798	15496	10.928221836697274	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
262	NZ_AAXF02000043	62115	68798		puldb		141798	15496	10.928221836697274	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
263	NZ_AAXF02000044	103264	117965		puldb		155910	14701	9.429157847476109	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
264	NZ_AAXF02000045	14495	40356		puldb		201844	85713	42.46497294940647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
265	NZ_AAXF02000045	41912	57111		puldb		201844	85713	42.46497294940647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
266_267	NZ_AAXF02000045	158078	202731		puldb	merged	201844	85713	42.46497294940647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
268	NZ_AAXF02000046	0	41396		puldb		243546	104271	42.81367790889606	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
269_270_271	NZ_AAXF02000046	180704	243579		puldb	merged	243546	104271	42.81367790889606	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
278	NZ_AAXF02000048	254293	266909		puldb		388389	12616	3.2482897301416878	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	
27810	NC_004663	21906	29011		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27811	NC_004663	138333	151899		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27812	NC_004663	197238	212201		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27813	NC_004663	221704	239311		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27814	NC_004663	291568	341723		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27815	NC_004663	381145	387947		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27816	NC_004663	416722	456321		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27817_27818_27903	NC_004663	519419	573833		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27819	NC_004663	594675	601171		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27820	NC_004663	933484	946092		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27821	NC_004663	1060861	1069345		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27824	NC_004663	1402593	1409293		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27825	NC_004663	1587730	1601485		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27826	NC_004663	1768414	1775037		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27827	NC_004663	1913110	1922462		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27828_27829_27905	NC_004663	1986600	2028198		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27830	NC_004663	2072899	2080060		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27831_PUL0008	NC_004663	2163759	2187087	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27832	NC_004663	2188544	2228013		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27833_PUL0690	NC_004663	2348872	2366011	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27834	NC_004663	2547855	2554306		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27835	NC_004663	2636169	2661634		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27836	NC_004663	2728184	2735917		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27837_27838	NC_004663	2746782	2776734		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27839	NC_004663	2846074	2852583		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27840	NC_004663	2941417	2953200		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27841	NC_004663	2979116	2992975		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27842	NC_004663	3072421	3086520		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27843	NC_004663	3159255	3169856		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27844	NC_004663	3191720	3200432		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27845_27899_PUL0161	NC_004663	3253829	3301755	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27846	NC_004663	3476149	3490799		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27847	NC_004663	3501745	3523095		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27848_PUL0689	NC_004663	3556328	3579591	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27849_27850_27851	NC_004663	3610934	3674260		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27852	NC_004663	3709631	3726635		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27853	NC_004663	3729365	3752904		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27854	NC_004663	3800071	3817084		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27855	NC_004663	3823416	3832948		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27856_PUL0665	NC_004663	3851033	3869605	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27859_PUL0688	NC_004663	4017183	4029556	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27860	NC_004663	4044654	4070779		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27861_PUL0712	NC_004663	4124849	4143407	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27862_27863	NC_004663	4173538	4201087		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27864	NC_004663	4211870	4240544		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27865	NC_004663	4245707	4259987		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27866_27867	NC_004663	4268304	4323090		puldb	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27868	NC_004663	4456047	4527084		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27869	NC_004663	4540946	4571056		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27870_PUL0713	NC_004663	4614173	4628579	818	puldb_dbcan	merged	6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
27871	NC_004663	4634419	4679895		puldb		6260361	1922704	30.712350294176325	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	
