CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC3	TC	NC_007181	SACI_RS04200	456275	457393	-	3.A.1.18.2
CGC3	null	NC_007181	SACI_RS04205	457643	458848	-	null
CGC3	TF	NC_007181	SACI_RS04210	459548	459853	+	none
CGC3	TC	NC_007181	SACI_RS04215	460133	461614	+	1.A.11.2.2
CGC3	null	NC_007181	SACI_RS04220	461670	462551	-	null
CGC3	null	NC_007181	SACI_RS04225	462638	463825	+	null
CGC3	TC	NC_007181	SACI_RS04230	463841	465322	-	2.A.1.9.11
CGC4	TC	NC_007181	SACI_RS04520	508353	509099	-	3.A.1.105.7
CGC4	null	NC_007181	SACI_RS11620	509154	509846	+	null
CGC4	null	NC_007181	SACI_RS04525	509728	510534	+	null
CGC4	null	NC_007181	SACI_RS04530	510513	511313	-	null
CGC4	null	NC_007181	SACI_RS04535	511268	512017	-	null
CGC4	null	NC_007181	SACI_RS04540	512039	512464	-	null
CGC4	null	NC_007181	SACI_RS04545	512501	513208	+	null
CGC4	STP	NC_007181	SACI_RS04550	513186	514529	+	PfkB
CGC4	STP	NC_007181	SACI_RS04555	514533	515066	+	HD
CGC4	null	NC_007181	SACI_RS04560	515093	515614	+	null
CGC4	CAZyme	NC_007181	SACI_RS04565	515611	516888	+	GT2| GT2
CGC5	TC	NC_007181	SACI_RS04805	557733	558719	+	3.A.1.105.1
CGC5	null	NC_007181	SACI_RS04810	558716	559600	+	null
CGC5	null	NC_007181	SACI_RS04815	559678	561792	+	null
CGC5	null	NC_007181	SACI_RS04820	561794	562282	+	null
CGC5	CAZyme	NC_007181	SACI_RS04825	562245	562913	+	GT2| GT2
CGC6	TC	NC_007181	SACI_RS04890	575486	576379	+	9.B.160.1.10
CGC6	null	NC_007181	SACI_RS04895	576440	577060	+	null
CGC6	null	NC_007181	SACI_RS04900	577141	577590	-	null
CGC6	TC	NC_007181	SACI_RS04905	577800	578711	+	3.A.1.132.8
CGC6	null	NC_007181	SACI_RS04910	578974	580263	+	null
CGC6	null	NC_007181	SACI_RS04915	580260	580691	+	null
CGC6	null	NC_007181	SACI_RS04920	580812	581312	+	null
CGC6	null	NC_007181	SACI_RS04925	581309	581713	+	null
CGC6	null	NC_007181	SACI_RS04930	581788	582234	-	null
CGC6	null	NC_007181	SACI_RS04935	582373	583572	-	null
CGC6	TC	NC_007181	SACI_RS04940	583694	584953	-	3.A.1.5.29
CGC6	TC	NC_007181	SACI_RS04945	584950	586308	-	3.A.1.5.29
CGC6	TC	NC_007181	SACI_RS04950	586305	587183	-	3.A.1.5.27
CGC6	TC	NC_007181	SACI_RS04955	587194	588249	-	3.A.1.5.20
CGC6	STP	NC_007181	SACI_RS04960	588317	590920	-	SBP_bac_5
CGC6	null	NC_007181	SACI_RS04965	591163	592008	+	null
CGC6	null	NC_007181	SACI_RS04970	592027	592338	+	null
CGC6	STP	NC_007181	SACI_RS04975	592369	594270	-	Pkinase
CGC6	null	NC_007181	SACI_RS04980	594267	595370	-	null
CGC6	null	NC_007181	SACI_RS04985	595367	596761	-	null
CGC6	TC	NC_007181	SACI_RS04990	596858	598189	+	2.A.1.1.15
CGC6	null	NC_007181	SACI_RS12045	598223	598387	-	null
CGC6	null	NC_007181	SACI_RS04995	598626	599282	-	null
CGC6	null	NC_007181	SACI_RS05000	599400	599819	-	null
CGC6	null	NC_007181	SACI_RS05005	599949	600173	+	null
CGC6	null	NC_007181	SACI_RS05010	600181	601803	-	null
CGC6	STP	NC_007181	SACI_RS05015	602193	603491	+	CbiA
CGC6	CAZyme	NC_007181	SACI_RS05020	603498	605000	+	GT2| GT2
CGC6	STP	NC_007181	SACI_RS05025	605065	605376	+	AsnC_trans_reg
CGC6	null	NC_007181	SACI_RS05030	605738	606388	+	null
CGC6	TC	NC_007181	SACI_RS05035	606738	608396	+	4.C.1.1.7
CGC6	null	NC_007181	SACI_RS05040	608565	609419	+	null
CGC6	null	NC_007181	SACI_RS11835	609671	609865	+	null
CGC6	null	NC_007181	SACI_RS05045	610062	611474	+	null
CGC6	null	NC_007181	SACI_RS05050	611463	612977	-	null
CGC6	TC	NC_007181	SACI_RS05055	612964	614169	-	2.A.1.28.5
CGC6	null	NC_007181	SACI_RS05060	614909	615772	-	null
CGC6	null	NC_007181	SACI_RS05065	616008	617720	-	null
CGC6	null	NC_007181	SACI_RS05070	617907	618488	-	null
CGC6	null	NC_007181	SACI_RS05075	618732	619268	+	null
CGC6	null	NC_007181	SACI_RS05080	619459	620268	+	null
CGC6	null	NC_007181	SACI_RS05085	620463	621260	+	null
CGC6	TC	NC_007181	SACI_RS05090	621262	622032	+	3.A.1.15.6
CGC7	CAZyme	NC_007181	SACI_RS05525	724020	725903	-	GH31| GH31
CGC7	TF	NC_007181	SACI_RS05530	726031	727080	+	TrmB
CGC7	CAZyme	NC_007181	SACI_RS05535	727119	729773	-	 GH57|GH57
CGC7	TC	NC_007181	SACI_RS05540	729860	730717	-	3.A.1.1.27
CGC7	TC	NC_007181	SACI_RS05545	730717	731601	-	3.A.1.1.2
CGC7	TC	NC_007181	SACI_RS05550	731612	733054	-	3.A.1.1.22
CGC7	TC	NC_007181	SACI_RS05555	733282	734358	+	3.A.1.1.16
CGC7	STP	NC_007181	SACI_RS05560	734686	735168	-	CBS+CBS
CGC7	STP	NC_007181	SACI_RS05565	735401	735844	-	Sigma70_r3
CGC7	STP	NC_007181	SACI_RS05570	735916	736899	-	Pyr_redox_2
CGC7	null	NC_007181	SACI_RS05575	737046	737576	+	null
CGC7	TF	NC_007181	SACI_RS05580	738416	739216	+	TrmB
CGC7	null	NC_007181	SACI_RS05585	739261	740697	-	null
CGC7	TC	NC_007181	SACI_RS05590	740681	742222	-	9.A.47.2.1
CGC7	null	NC_007181	SACI_RS05595	742226	742927	-	null
CGC7	null	NC_007181	SACI_RS05600	742909	743403	-	null
CGC7	null	NC_007181	SACI_RS05605	743405	743869	-	null
CGC7	null	NC_007181	SACI_RS05610	743862	744614	-	null
CGC7	null	NC_007181	SACI_RS05615	744690	745604	-	null
CGC7	null	NC_007181	SACI_RS05620	745756	746124	+	null
CGC7	TF	NC_007181	SACI_RS05625	746263	747072	+	MarR+HTH_8
CGC7	STP	NC_007181	SACI_RS05630	747378	749213	+	Pkinase
CGC7	TC	NC_007181	SACI_RS05635	749407	750840	-	2.A.1.3.33
CGC7	null	NC_007181	SACI_RS05640	751254	754157	+	null
CGC7	TC	NC_007181	SACI_RS05645	754323	756287	-	4.C.1.1.6
CGC7	null	NC_007181	SACI_RS05650	756395	757426	+	null
CGC7	TF	NC_007181	SACI_RS05655	757435	757719	+	MarR
CGC7	null	NC_007181	SACI_RS05660	757716	758651	-	null
CGC7	CAZyme	NC_007181	SACI_RS05665	758753	760114	+	AA4
CGC7	null	NC_007181	SACI_RS05670	760111	760971	-	null
CGC7	null	NC_007181	SACI_RS05675	761063	761536	+	null
CGC7	null	NC_007181	SACI_RS05680	761508	762602	+	null
CGC7	TF	NC_007181	SACI_RS05685	762599	762943	+	HTH_1
CGC7	STP	NC_007181	SACI_RS05690	762940	764931	-	Pkinase
CGC7	null	NC_007181	SACI_RS12060	765115	765291	+	null
CGC7	null	NC_007181	SACI_RS05695	765293	765673	-	null
CGC7	STP	NC_007181	SACI_RS05700	765711	766529	-	CBS+CBS+CBS+CBS
CGC7	CAZyme	NC_007181	SACI_RS05705	766553	768385	-	 GH133|GH133
CGC7	CAZyme	NC_007181	SACI_RS05710	768558	770411	-	 GH15|GH15
CGC7	null	NC_007181	SACI_RS05715	770408	771661	-	null
CGC7	CAZyme	NC_007181	SACI_RS05720	771702	773036	+	 GH57|GH57
CGC7	CAZyme	NC_007181	SACI_RS05725	773033	774733	+	GT5| GT5
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	LC529899	lgdA	2059	3243	+	GH109
CGC1	TC	LC529899	rbsA	3314	4801	+	3.A.1.2.1
CGC1	null	LC529899	rbsA.CDS	4782	5180	+	null
CGC1	null	LC529899	rbsA.CDS.1	5246	5785	+	null
CGC1	CAZyme	LC529899	lgdC	5808	6968	+	GH109
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	LC529899	lgdA	2059	3243	+	GH179
CGC1	TC	LC529899	rbsA	3314	4801	+	3.A.1.2.1
CGC1	null	LC529899	rbsA.CDS;Parent	4782	5180	+	null
CGC1	null	LC529899	rbsA.CDS.1;Parent	5246	5785	+	null
CGC1	CAZyme	LC529899	lgdC	5808	6968	+	GH109
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	LC529899.1	BCB28822.1	2059	3243	+	GH179
CGC1	TC	LC529899.1	BCB28823.1	3314	4801	+	3.A.1.2.19
CGC1	null	LC529899.1	BCB28824.1;protein_id	4782	5180	+	null
CGC1	TC	LC529899.1	BCB28825.1	5246	5785	+	3.A.1.2.1
CGC1	CAZyme	LC529899.1	BCB28826.1	5808	6968	+	GH109
