protein_id	sequence_id	cluster_id	is_PUL	start	end	protein_id_pred	sequence_id_pred	cluster_id_pred	is_PUL_pred	start_pred	end_pred	average_p
ABJL02000008_1039	ABJL02000008		false	1256741	1256945	ABJL02000008_1039	ABJL02000008		false	1256741	1256945	0.061960530046774716
ABJL02000008_104	ABJL02000008		false	127429	128170	ABJL02000008_104	ABJL02000008		false	127429	128170	0.061960530046774716
ABJL02000008_1040	ABJL02000008		false	1257003	1257483	ABJL02000008_1040	ABJL02000008		false	1257003	1257483	0.061960530046774716
ABJL02000008_1041	ABJL02000008		false	1257519	1258068	ABJL02000008_1041	ABJL02000008		false	1257519	1258068	0.061960530046774716
ABJL02000008_1042	ABJL02000008		false	1258148	1258334	ABJL02000008_1042	ABJL02000008		false	1258148	1258334	0.061960530046774716
ABJL02000008_1043	ABJL02000008		false	1258712	1260143	ABJL02000008_1043	ABJL02000008		false	1258712	1260143	0.061960530046774716
ABJL02000008_1044	ABJL02000008		false	1260155	1261217	ABJL02000008_1044	ABJL02000008		false	1260155	1261217	0.061960530046774716
ABJL02000008_1045	ABJL02000008		false	1261213	1262383	ABJL02000008_1045	ABJL02000008		false	1261213	1262383	0.061960530046774716
ABJL02000008_1046	ABJL02000008		false	1262752	1263001	ABJL02000008_1046	ABJL02000008		false	1262752	1263001	0.061960530046774716
ABJL02000008_1047	ABJL02000008		false	1263323	1263950	ABJL02000008_1047	ABJL02000008		false	1263323	1263950	0.061960530046774716
ABJL02000008_1048	ABJL02000008		false	1263958	1264642	ABJL02000008_1048	ABJL02000008		false	1263958	1264642	0.061960530046774716
ABJL02000008_1049	ABJL02000008		false	1264643	1266179	ABJL02000008_1049	ABJL02000008		false	1264643	1266179	0.061960530046774716
ABJL02000008_105	ABJL02000008		false	128315	128618	ABJL02000008_105	ABJL02000008		false	128315	128618	0.061960530046774716
ABJL02000008_1050	ABJL02000008		false	1266398	1267262	ABJL02000008_1050	ABJL02000008		false	1266398	1267262	0.061960530046774716
ABJL02000008_1051	ABJL02000008		false	1267480	1270015	ABJL02000008_1051	ABJL02000008		false	1267480	1270015	0.061960530046774716
ABJL02000008_1052	ABJL02000008		false	1270016	1270688	ABJL02000008_1052	ABJL02000008		false	1270016	1270688	0.061960530046774716
ABJL02000008_1053	ABJL02000008		false	1270694	1272572	ABJL02000008_1053	ABJL02000008		false	1270694	1272572	0.061960530046774716
ABJL02000008_1054	ABJL02000008		false	1272685	1273342	ABJL02000008_1054	ABJL02000008		false	1272685	1273342	0.061960530046774716
ABJL02000008_1055	ABJL02000008		false	1273454	1274102	ABJL02000008_1055	ABJL02000008		false	1273454	1274102	0.061960530046774716
ABJL02000008_1056	ABJL02000008		false	1274248	1274662	ABJL02000008_1056	ABJL02000008		false	1274248	1274662	0.061960530046774716
ABJL02000008_1057	ABJL02000008		false	1274731	1275919	ABJL02000008_1057	ABJL02000008		false	1274731	1275919	0.0674408083823132
ABJL02000008_1058	ABJL02000008		false	1275922	1277131	ABJL02000008_1058	ABJL02000008		false	1275922	1277131	0.06784797275789507
ABJL02000008_1059	ABJL02000008		false	1277289	1278615	ABJL02000008_1059	ABJL02000008		false	1277289	1278615	0.06856453570841592
ABJL02000008_106	ABJL02000008		false	128641	128965	ABJL02000008_106	ABJL02000008		false	128641	128965	0.061960530046774716
ABJL02000008_1060	ABJL02000008		false	1278627	1280082	ABJL02000008_1060	ABJL02000008		false	1278627	1280082	0.07014276565504221
ABJL02000008_1061	ABJL02000008		false	1280283	1282281	ABJL02000008_1061	ABJL02000008		false	1280283	1282281	0.07382773241894426
ABJL02000008_1062	ABJL02000008		false	1282317	1282887	ABJL02000008_1062	ABJL02000008		false	1282317	1282887	0.07017754563537719
ABJL02000008_1063	ABJL02000008		false	1282883	1283219	ABJL02000008_1063	ABJL02000008		false	1282883	1283219	0.06859783141802638
ABJL02000008_1064	ABJL02000008		false	1283433	1284120	ABJL02000008_1064	ABJL02000008		false	1283433	1284120	0.06788068282734563
ABJL02000008_1065	ABJL02000008		false	1284384	1284615	ABJL02000008_1065	ABJL02000008		false	1284384	1284615	0.06747338219270183
ABJL02000008_1066	ABJL02000008		false	1284947	1285967	ABJL02000008_1066	ABJL02000008		false	1284947	1285967	0.061960530046774716
ABJL02000008_1067	ABJL02000008		false	1286100	1287297	ABJL02000008_1067	ABJL02000008		false	1286100	1287297	0.061960530046774716
ABJL02000008_1068	ABJL02000008		false	1287293	1287968	ABJL02000008_1068	ABJL02000008		false	1287293	1287968	0.061960530046774716
ABJL02000008_1069	ABJL02000008		false	1288058	1289315	ABJL02000008_1069	ABJL02000008		false	1288058	1289315	0.061960530046774716
ABJL02000008_107	ABJL02000008		false	128961	129900	ABJL02000008_107	ABJL02000008		false	128961	129900	0.061960530046774716
ABJL02000008_1070	ABJL02000008		false	1289429	1290452	ABJL02000008_1070	ABJL02000008		false	1289429	1290452	0.061960530046774716
ABJL02000008_1071	ABJL02000008		false	1290470	1291385	ABJL02000008_1071	ABJL02000008		false	1290470	1291385	0.061960530046774716
ABJL02000008_1072	ABJL02000008		false	1291451	1293641	ABJL02000008_1072	ABJL02000008		false	1291451	1293641	0.018015289816690774
ABJL02000008_1073	ABJL02000008		false	1293660	1294659	ABJL02000008_1073	ABJL02000008		false	1293660	1294659	0.06192799286061153
ABJL02000008_1074	ABJL02000008		false	1294660	1295242	ABJL02000008_1074	ABJL02000008		false	1294660	1295242	0.06192799286061153
ABJL02000008_1075	ABJL02000008		false	1295287	1295815	ABJL02000008_1075	ABJL02000008		false	1295287	1295815	0.06192799286061153
ABJL02000008_1076	ABJL02000008		false	1295921	1296716	ABJL02000008_1076	ABJL02000008		false	1295921	1296716	0.21243276366303238
ABJL02000008_1077	ABJL02000008		false	1296712	1297048	ABJL02000008_1077	ABJL02000008		false	1296712	1297048	0.23987420186452466
ABJL02000008_1078	ABJL02000008		false	1297050	1297587	ABJL02000008_1078	ABJL02000008		false	1297050	1297587	0.26692464241605784
ABJL02000008_1079	ABJL02000008		false	1297763	1298747	ABJL02000008_1079	ABJL02000008		false	1297763	1298747	0.393047881544872
ABJL02000008_108	ABJL02000008		false	130483	132145	ABJL02000008_108	ABJL02000008		false	130483	132145	0.061960530046774716
ABJL02000008_1080	ABJL02000008		false	1298749	1301584	ABJL02000008_1080	ABJL02000008		false	1298749	1301584	0.7777435348253888
ABJL02000008_1081	ABJL02000008		false	1301757	1301919	ABJL02000008_1081	ABJL02000008		false	1301757	1301919	0.7391040882755242
ABJL02000008_1082	ABJL02000008		false	1303523	1303721	ABJL02000008_1082	ABJL02000008		false	1303523	1303721	0.7317584356123011
ABJL02000008_1083	ABJL02000008		false	1303788	1305756	ABJL02000008_1083	ABJL02000008		false	1303788	1305756	0.7500050011222755
ABJL02000008_1084	ABJL02000008		false	1305896	1307852	ABJL02000008_1084	ABJL02000008		false	1305896	1307852	0.780097087150096
ABJL02000008_1085	ABJL02000008		false	1307922	1308663	ABJL02000008_1085	ABJL02000008		false	1307922	1308663	0.36707704222399234
ABJL02000008_1086	ABJL02000008		false	1308664	1308853	ABJL02000008_1086	ABJL02000008		false	1308664	1308853	0.324052775718924
ABJL02000008_1087	ABJL02000008		false	1308993	1310436	ABJL02000008_1087	ABJL02000008		false	1308993	1310436	0.29010715535755593
ABJL02000008_1088	ABJL02000008		false	1310471	1311644	ABJL02000008_1088	ABJL02000008		false	1310471	1311644	0.21559785060848868
ABJL02000008_1089	ABJL02000008		false	1311683	1313360	ABJL02000008_1089	ABJL02000008		false	1311683	1313360	0.27439057504651565
ABJL02000008_109	ABJL02000008		false	132141	133836	ABJL02000008_109	ABJL02000008		false	132141	133836	0.061960530046774716
ABJL02000008_1090	ABJL02000008		false	1313380	1316413	ABJL02000008_1090	ABJL02000008		false	1313380	1316413	0.7186671386302185
ABJL02000008_1091	ABJL02000008		false	1317245	1318826	ABJL02000008_1091	ABJL02000008		false	1317245	1318826	0.8118470696335772
ABJL02000008_1092	ABJL02000008		false	1318881	1321362	ABJL02000008_1092	ABJL02000008	ABJL02000008_cluster_10	true	1318881	1321362	0.870192499462654
ABJL02000008_1093	ABJL02000008		false	1321387	1322572	ABJL02000008_1093	ABJL02000008	ABJL02000008_cluster_10	true	1321387	1322572	0.849266059299319
ABJL02000008_1094	ABJL02000008		false	1322619	1325187	ABJL02000008_1094	ABJL02000008	ABJL02000008_cluster_10	true	1322619	1325187	0.8766595688339582
ABJL02000008_1095	ABJL02000008		false	1325400	1327542	ABJL02000008_1095	ABJL02000008		false	1325400	1327542	0.8211637767301955
ABJL02000008_1096	ABJL02000008		false	1327599	1328088	ABJL02000008_1096	ABJL02000008		false	1327599	1328088	0.7340694506402212
ABJL02000008_1097	ABJL02000008		false	1328202	1332183	ABJL02000008_1097	ABJL02000008		false	1328202	1332183	0.3499577966777896
ABJL02000008_1098	ABJL02000008		false	1332209	1333970	ABJL02000008_1098	ABJL02000008		false	1332209	1333970	0.2687386502008495
ABJL02000008_1099	ABJL02000008		false	1334090	1334402	ABJL02000008_1099	ABJL02000008		false	1334090	1334402	0.11441985236112827
ABJL02000008_11	ABJL02000008		false	8895	9927	ABJL02000008_11	ABJL02000008		false	8895	9927	0.061960530046774716
ABJL02000008_110	ABJL02000008		false	133850	134165	ABJL02000008_110	ABJL02000008		false	133850	134165	0.061960530046774716
ABJL02000008_1100	ABJL02000008		false	1334528	1335536	ABJL02000008_1100	ABJL02000008		false	1334528	1335536	0.12120500683015134
ABJL02000008_1101	ABJL02000008		false	1335649	1337026	ABJL02000008_1101	ABJL02000008		false	1335649	1337026	0.13476892358378678
ABJL02000008_1102	ABJL02000008		false	1337244	1339557	ABJL02000008_1102	ABJL02000008		false	1337244	1339557	0.1643848813391609
ABJL02000008_1103	ABJL02000008		false	1339660	1340713	ABJL02000008_1103	ABJL02000008		false	1339660	1340713	0.13481997134122842
ABJL02000008_1104	ABJL02000008		false	1340757	1343790	ABJL02000008_1104	ABJL02000008		false	1340757	1343790	0.12124431908068325
ABJL02000008_1105	ABJL02000008		false	1343811	1345083	ABJL02000008_1105	ABJL02000008		false	1343811	1345083	0.1144549141705252
ABJL02000008_1106	ABJL02000008		false	1345194	1346430	ABJL02000008_1106	ABJL02000008		false	1345194	1346430	0.10954368518201626
ABJL02000008_1107	ABJL02000008		false	1346436	1348272	ABJL02000008_1107	ABJL02000008		false	1346436	1348272	0.061960530046774716
ABJL02000008_1108	ABJL02000008		false	1348309	1348570	ABJL02000008_1108	ABJL02000008		false	1348309	1348570	0.061960530046774716
ABJL02000008_1109	ABJL02000008		false	1348773	1349247	ABJL02000008_1109	ABJL02000008		false	1348773	1349247	0.061960530046774716
ABJL02000008_111	ABJL02000008		false	134200	134821	ABJL02000008_111	ABJL02000008		false	134200	134821	0.061960530046774716
ABJL02000008_1110	ABJL02000008		false	1349748	1352601	ABJL02000008_1110	ABJL02000008		false	1349748	1352601	0.061960530046774716
ABJL02000008_1111	ABJL02000008		false	1352615	1354511	ABJL02000008_1111	ABJL02000008		false	1352615	1354511	0.061960530046774716
ABJL02000008_1112	ABJL02000008		false	1354830	1355817	ABJL02000008_1112	ABJL02000008		false	1354830	1355817	0.061960530046774716
ABJL02000008_1113	ABJL02000008		false	1355960	1357535	ABJL02000008_1113	ABJL02000008		false	1355960	1357535	0.061960530046774716
ABJL02000008_1114	ABJL02000008		false	1357556	1358414	ABJL02000008_1114	ABJL02000008		false	1357556	1358414	0.061960530046774716
ABJL02000008_1115	ABJL02000008		false	1358484	1359027	ABJL02000008_1115	ABJL02000008		false	1358484	1359027	0.061960530046774716
ABJL02000008_1116	ABJL02000008		false	1359043	1359697	ABJL02000008_1116	ABJL02000008		false	1359043	1359697	0.061960530046774716
ABJL02000008_1117	ABJL02000008		false	1360243	1362331	ABJL02000008_1117	ABJL02000008		false	1360243	1362331	0.061960530046774716
ABJL02000008_1118	ABJL02000008		false	1362212	1362488	ABJL02000008_1118	ABJL02000008		false	1362212	1362488	0.061960530046774716
ABJL02000008_1119	ABJL02000008		false	1362520	1366225	ABJL02000008_1119	ABJL02000008		false	1362520	1366225	0.061960530046774716
ABJL02000008_112	ABJL02000008		false	134840	135920	ABJL02000008_112	ABJL02000008		false	134840	135920	0.061960530046774716
ABJL02000008_1120	ABJL02000008		false	1366411	1370431	ABJL02000008_1120	ABJL02000008		false	1366411	1370431	0.061960530046774716
ABJL02000008_1121	ABJL02000008		false	1370435	1370984	ABJL02000008_1121	ABJL02000008		false	1370435	1370984	0.061960530046774716
ABJL02000008_1122	ABJL02000008		false	1371032	1371584	ABJL02000008_1122	ABJL02000008		false	1371032	1371584	0.061960530046774716
ABJL02000008_1123	ABJL02000008		false	1371596	1373105	ABJL02000008_1123	ABJL02000008		false	1371596	1373105	0.061960530046774716
ABJL02000008_1124	ABJL02000008		false	1373138	1375073	ABJL02000008_1124	ABJL02000008		false	1373138	1375073	0.061960530046774716
ABJL02000008_1125	ABJL02000008		false	1375235	1378013	ABJL02000008_1125	ABJL02000008		false	1375235	1378013	0.061960530046774716
ABJL02000008_1126	ABJL02000008		false	1378159	1378645	ABJL02000008_1126	ABJL02000008		false	1378159	1378645	0.061960530046774716
ABJL02000008_1127	ABJL02000008		false	1378647	1378887	ABJL02000008_1127	ABJL02000008		false	1378647	1378887	0.061960530046774716
ABJL02000008_1128	ABJL02000008		false	1378886	1380317	ABJL02000008_1128	ABJL02000008		false	1378886	1380317	0.061960530046774716
ABJL02000008_1129	ABJL02000008		false	1380457	1381945	ABJL02000008_1129	ABJL02000008		false	1380457	1381945	0.006766222118601821
ABJL02000008_113	ABJL02000008		false	135931	136555	ABJL02000008_113	ABJL02000008		false	135931	136555	0.061960530046774716
ABJL02000008_1130	ABJL02000008		false	1381941	1383144	ABJL02000008_1130	ABJL02000008		false	1381941	1383144	0.06192799286061153
ABJL02000008_1131	ABJL02000008		false	1383306	1384485	ABJL02000008_1131	ABJL02000008		false	1383306	1384485	0.06192799286061153
ABJL02000008_1132	ABJL02000008		false	1384518	1388076	ABJL02000008_1132	ABJL02000008		false	1384518	1388076	0.06192799286061153
ABJL02000008_1133	ABJL02000008		false	1388184	1388373	ABJL02000008_1133	ABJL02000008		false	1388184	1388373	0.06192799286061153
ABJL02000008_1134	ABJL02000008		false	1388407	1389295	ABJL02000008_1134	ABJL02000008		false	1388407	1389295	0.061960530046774716
ABJL02000008_1135	ABJL02000008		false	1389362	1392131	ABJL02000008_1135	ABJL02000008		false	1389362	1392131	0.061960530046774716
ABJL02000008_1136	ABJL02000008		false	1392455	1392983	ABJL02000008_1136	ABJL02000008		false	1392455	1392983	0.1534742614389022
ABJL02000008_1137	ABJL02000008		false	1393298	1393574	ABJL02000008_1137	ABJL02000008		false	1393298	1393574	0.16589542930657253
ABJL02000008_1138	ABJL02000008		false	1393651	1394134	ABJL02000008_1138	ABJL02000008		false	1393651	1394134	0.1802936266504912
ABJL02000008_1139	ABJL02000008		false	1394130	1395423	ABJL02000008_1139	ABJL02000008		false	1394130	1395423	0.20620261073101037
ABJL02000008_114	ABJL02000008		false	136559	136859	ABJL02000008_114	ABJL02000008		false	136559	136859	0.061960530046774716
ABJL02000008_1140	ABJL02000008	PULpy_PUL14	true	1395783	1397973	ABJL02000008_1140	ABJL02000008		false	1395783	1397973	0.2590282699990487
ABJL02000008_1141	ABJL02000008	PULpy_PUL14	true	1398014	1400300	ABJL02000008_1141	ABJL02000008		false	1398014	1400300	0.20626879811631743
ABJL02000008_1142	ABJL02000008	PULpy_PUL14	true	1400570	1402178	ABJL02000008_1142	ABJL02000008		false	1400570	1402178	0.1803396924328888
ABJL02000008_1143	ABJL02000008	PULpy_PUL14	true	1402302	1403727	ABJL02000008_1143	ABJL02000008		false	1402302	1403727	0.16593513793006462
ABJL02000008_1144	ABJL02000008	PULpy_PUL14	true	1403827	1404712	ABJL02000008_1144	ABJL02000008		false	1403827	1404712	0.35692859991422965
ABJL02000008_1145	ABJL02000008	PULpy_PUL14	true	1404765	1406409	ABJL02000008_1145	ABJL02000008		false	1404765	1406409	0.4022701207675215
ABJL02000008_1146	ABJL02000008	PULpy_PUL14	true	1406429	1407590	ABJL02000008_1146	ABJL02000008		false	1406429	1407590	0.3651161839959484
ABJL02000008_1147	ABJL02000008	PULpy_PUL14	true	1407795	1408668	ABJL02000008_1147	ABJL02000008		false	1407795	1408668	0.36867963082956967
ABJL02000008_1148	ABJL02000008	PULpy_PUL14	true	1408828	1410631	ABJL02000008_1148	ABJL02000008		false	1408828	1410631	0.4245695114215001
ABJL02000008_1149	ABJL02000008	PULpy_PUL14	true	1410921	1414029	ABJL02000008_1149	ABJL02000008		false	1410921	1414029	0.3744661573522566
ABJL02000008_115	ABJL02000008		false	136833	138114	ABJL02000008_115	ABJL02000008		false	136833	138114	0.061960530046774716
ABJL02000008_1150	ABJL02000008	PULpy_PUL14	true	1414047	1415781	ABJL02000008_1150	ABJL02000008		false	1414047	1415781	0.2711581077693948
ABJL02000008_1151	ABJL02000008	PULpy_PUL14	true	1415802	1417206	ABJL02000008_1151	ABJL02000008		false	1415802	1417206	0.27390922141335683
ABJL02000008_1152	ABJL02000008	PULpy_PUL14	true	1417215	1418817	ABJL02000008_1152	ABJL02000008		false	1417215	1418817	0.3034754228594177
ABJL02000008_1153	ABJL02000008		false	1419030	1419231	ABJL02000008_1153	ABJL02000008		false	1419030	1419231	0.11718474071918374
ABJL02000008_1154	ABJL02000008		false	1419302	1420151	ABJL02000008_1154	ABJL02000008		false	1419302	1420151	0.10680529831020685
ABJL02000008_1155	ABJL02000008		false	1420242	1421433	ABJL02000008_1155	ABJL02000008		false	1420242	1421433	0.10174872956776272
ABJL02000008_1156	ABJL02000008		false	1421830	1422724	ABJL02000008_1156	ABJL02000008		false	1421830	1422724	0.09828976878302671
ABJL02000008_1157	ABJL02000008		false	1422816	1423836	ABJL02000008_1157	ABJL02000008		false	1422816	1423836	0.061960530046774716
ABJL02000008_1158	ABJL02000008		false	1423849	1424491	ABJL02000008_1158	ABJL02000008		false	1423849	1424491	0.06816875981254265
ABJL02000008_1159	ABJL02000008		false	1424511	1426218	ABJL02000008_1159	ABJL02000008		false	1424511	1426218	0.06863277738168949
ABJL02000008_116	ABJL02000008		false	138186	139107	ABJL02000008_116	ABJL02000008		false	138186	139107	0.061960530046774716
ABJL02000008_1160	ABJL02000008		false	1426292	1426580	ABJL02000008_1160	ABJL02000008		false	1426292	1426580	0.06944525627396167
ABJL02000008_1161	ABJL02000008		false	1426594	1427545	ABJL02000008_1161	ABJL02000008		false	1426594	1427545	0.07123179117848535
ABJL02000008_1162	ABJL02000008		false	1427860	1430371	ABJL02000008_1162	ABJL02000008		false	1427860	1430371	0.07539476235231245
ABJL02000008_1163	ABJL02000008		false	1430676	1431696	ABJL02000008_1163	ABJL02000008		false	1430676	1431696	0.07126686552152832
ABJL02000008_1164	ABJL02000008		false	1431855	1432074	ABJL02000008_1164	ABJL02000008		false	1431855	1432074	0.06947865264550031
ABJL02000008_1165	ABJL02000008		false	1432341	1433979	ABJL02000008_1165	ABJL02000008		false	1432341	1433979	0.06866551250457002
ABJL02000008_1166	ABJL02000008		false	1434017	1434290	ABJL02000008_1166	ABJL02000008		false	1434017	1434290	0.06820134393381587
ABJL02000008_1167	ABJL02000008		false	1434536	1435388	ABJL02000008_1167	ABJL02000008		false	1434536	1435388	0.061960530046774716
ABJL02000008_1168	ABJL02000008		false	1435528	1435696	ABJL02000008_1168	ABJL02000008		false	1435528	1435696	0.12850765112050994
ABJL02000008_1169	ABJL02000008		false	1435773	1437138	ABJL02000008_1169	ABJL02000008		false	1435773	1437138	0.13629877715733663
ABJL02000008_117	ABJL02000008		false	139108	139693	ABJL02000008_117	ABJL02000008		false	139108	139693	0.061960530046774716
ABJL02000008_1170	ABJL02000008		false	1437371	1438577	ABJL02000008_1170	ABJL02000008		false	1437371	1438577	0.14620231241385667
ABJL02000008_1171	ABJL02000008		false	1438663	1439356	ABJL02000008_1171	ABJL02000008		false	1438663	1439356	0.1651303803746567
ABJL02000008_1172	ABJL02000008		false	1439491	1440802	ABJL02000008_1172	ABJL02000008		false	1439491	1440802	0.20528371496557954
ABJL02000008_1173	ABJL02000008		false	1440882	1442154	ABJL02000008_1173	ABJL02000008		false	1440882	1442154	0.16518822752311155
ABJL02000008_1174	ABJL02000008		false	1442150	1442639	ABJL02000008_1174	ABJL02000008		false	1442150	1442639	0.14624448173061097
ABJL02000008_1175	ABJL02000008		false	1442750	1443410	ABJL02000008_1175	ABJL02000008		false	1442750	1443410	0.13633555132758843
ABJL02000008_1176	ABJL02000008		false	1443427	1445473	ABJL02000008_1176	ABJL02000008		false	1443427	1445473	0.1285455307092859
ABJL02000008_1177	ABJL02000008		false	1445576	1446041	ABJL02000008_1177	ABJL02000008		false	1445576	1446041	0.061960530046774716
ABJL02000008_1178	ABJL02000008		false	1446292	1448128	ABJL02000008_1178	ABJL02000008		false	1446292	1448128	0.061960530046774716
ABJL02000008_1179	ABJL02000008		false	1448259	1449084	ABJL02000008_1179	ABJL02000008		false	1448259	1449084	0.018015289816690774
ABJL02000008_118	ABJL02000008		false	139706	140150	ABJL02000008_118	ABJL02000008		false	139706	140150	0.061960530046774716
ABJL02000008_1180	ABJL02000008		false	1449265	1450216	ABJL02000008_1180	ABJL02000008		false	1449265	1450216	0.06192799286061153
ABJL02000008_1181	ABJL02000008		false	1450309	1451371	ABJL02000008_1181	ABJL02000008		false	1450309	1451371	0.06192799286061153
ABJL02000008_1182	ABJL02000008		false	1451425	1452979	ABJL02000008_1182	ABJL02000008		false	1451425	1452979	0.06192799286061153
