cluster_id	sequence_id	start	end	tax_id	database	merged	blast_status	domain	phylum	class	order	family	genus	species	length	pul_length_sum	percentage_in_puls
27817_27818_27903_PUL0463_PUL0464_PUL0115	AE015928	519419	573833	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27819	AE015928	594675	601171		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27904_PUL0116	AE015928	625800	630842	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27820_cblaster_278	AE015928	933484	946092		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27821_PUL0357	AE015928	1060861	1069345	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27898_27901_27822_27823_PUL0558_PUL0117_cblaster_PUL0791_cblaster_PUL0552	AE015928	1193776	1338010	818	puldb_dbcan_dbcan_cblaster_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27824	AE015928	1402593	1409293		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
cblaster_242_PUL0415	AE015928	1516363	1528605		cblaster		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27825_PUL0465	AE015928	1587730	1601485	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27826_cblaster_247	AE015928	1768414	1775037		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27827	AE015928	1913110	1922462		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27828_27829_27905_PUL0352_PUL0467	AE015928	1986600	2028198	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27830	AE015928	2072899	2080060		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27831_PUL0008	AE015928	2163759	2187087	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27832	AE015928	2188544	2228013		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27833_PUL0690	AE015928	2348872	2366011	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27834_cblaster_245	AE015928	2547855	2558660		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27835	AE015928	2636169	2661634		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27836_cblaster_299	AE015928	2728184	2736389		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27837_27838	AE015928	2746782	2776734		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27839	AE015928	2846074	2852583		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27840	AE015928	2941417	2953200		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27841	AE015928	2979116	2992975		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27842	AE015928	3072421	3086520		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27843	AE015928	3159255	3169856		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27844	AE015928	3191720	3200432		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27845_27899_PUL0161	AE015928	3253829	3301755	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27846_PUL0026	AE015928	3476149	3490799	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27847_PUL0376	AE015928	3501745	3523095	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27848_PUL0689	AE015928	3556328	3579591	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27849_27850_27851_PUL0354	AE015928	3610934	3674260	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27852	AE015928	3709631	3726635		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27853	AE015928	3729365	3752904		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27854	AE015928	3800071	3817084		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27855	AE015928	3823416	3832948		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27856_PUL0665	AE015928	3851033	3869605	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
PUL0205_27857_27858_cblaster_286	AE015928	3910956	3957529	818	dbcan_puldb_puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
PUL0717	AE015928	3989587	4001991	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27859_PUL0688	AE015928	4017183	4029556	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27860	AE015928	4044654	4070779		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27861_PUL0712	AE015928	4124849	4143407	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27862_27863	AE015928	4173538	4201087		puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27864	AE015928	4211870	4240544		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27865_PUL0325	AE015928	4245707	4259987	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27866_27867_PUL0377	AE015928	4268304	4323090	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27868_PUL0468	AE015928	4456047	4527084	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
cblaster_303_27869	AE015928	4539776	4571056		cblaster_puldb	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27870_PUL0713	AE015928	4614173	4628579	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27871	AE015928	4634419	4679895		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27872_cblaster_307	AE015928	4700792	4710028		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
PUL0666	AE015928	4732770	4741675	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27873_27902_27874_PUL0559_PUL0563	AE015928	4748697	4793038	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27875_PUL0204	AE015928	4799873	4817693	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27876_PUL0470	AE015928	4865087	4876193	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
PUL0667	AE015928	4883107	4887725	818	dbcan		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27877_27900_PUL0163	AE015928	4892415	4930042	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27878_PUL0162	AE015928	5011915	5035451	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27879_27880_PUL0471	AE015928	5127179	5163752	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27881_PUL0380	AE015928	5184604	5206167	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27882	AE015928	5247793	5256143		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27883_PUL0472	AE015928	5300977	5354000	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27884_PUL0305	AE015928	5370714	5409988	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27885_PUL0252	AE015928	5418109	5434257	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27886_PUL0564	AE015928	5440391	5518337	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27887_PUL0382	AE015928	5581952	5602271	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27888	AE015928	5617174	5632527		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27889_PUL0251	AE015928	5655890	5669765	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27890_PUL0383	AE015928	5738541	5750363	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27891_PUL0120	AE015928	5797923	5808973	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27892_cblaster_339	AE015928	5878054	5886923		puldb_cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27893	AE015928	6061271	6073615		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27894_27895_PUL0384_PUL0304	AE015928	6084860	6132980	818	puldb_dbcan_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27896_PUL0356	AE015928	6173951	6191501	818	puldb_dbcan	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
27897	AE015928	6195911	6209357		puldb		false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	6260361	1940942	31.0036753471565
cblaster_PUL0579	AE016795	166308	170725	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
PUL0248	AE016795	775591	796807	672	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
cblaster_PUL0381	AE016795	1469145	1474895	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
cblaster_PUL0012	AE016795	1636234	1655038	672	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B	3281866	50187	1.5292214855816781
PUL0653	AL645882	3831534	3854645	1902	dbcan		false	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceoruber	8667507	27789	0.3206112207350972
PUL0588	AL645882	5692292	5696970	1902	dbcan		false	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceoruber	8667507	27789	0.3206112207350972
PUL0396	AM260479	327968	338299	106590	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator_D	4052032	10331	0.2549584998341573
PUL0053	AM743169	2619918	2632750	40324	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	4851126	12832	0.26451590826542126
PUL0068	AM886293	23902	29914	562	dbcan		false								168113	6012	3.576166031181408
PUL0312	AM889285	473742	477151	33996	dbcan		true	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	3944163	3409	0.08643151918417165
cblaster_PUL0351	AOMX01000002	34559	39445	562	cblaster		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2315828	11470	0.49528721476724524
PUL0410	AOMX01000002	934681	941265	562	dbcan		false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	2315828	11470	0.49528721476724524
cblaster_3772_PUL0555	AP006841	440014	456583	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046
cblaster_3773	AP006841	511730	522755	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046
cblaster_PUL0408	AP006841	1004858	1009788	817	cblaster	merged	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	5277274	155628	2.949022544594046
