sequence_id	cluster_id	start	end	average_p	max_p	proteins	domains	type
CP003873	CP003873.1_cluster_4	1029575	1042766	0.9268411495169294	0.9584929644587898	CP003873.1_878;CP003873.1_879;CP003873.1_880;CP003873.1_881;CP003873.1_882;CP003873.1_883;CP003873.1_884;CP003873.1_885	PF00294;PF00392;PF00593;PF00754;PF01081;PF07690;PF07690;PF07715;PF07729;PF08787;PF08787;PF22633	Unknown
CP003873	CP003873.1_cluster_5	2290805	2299209	0.9446367632093888	0.9553001107326538	CP003873.1_1923;CP003873.1_1924;CP003873.1_1925;CP003873.1_1926;CP003873.1_1927	PF00128;PF00128;PF00128;PF00128;PF00356;PF00532;PF07690;PF07690;PF09087;PF10438;PF13347;PF13377;PF13407	Unknown
CP003873	CP003873.1_cluster_6	2776731	2783056	0.9136938934427813	0.9247479548325345	CP003873.1_2356;CP003873.1_2357;CP003873.1_2358;CP003873.1_2359;CP003873.1_2360	PF00356;PF00532;PF01081;PF01232;PF02614;PF04295;PF08125;PF08666;PF13377;PF13407;PF20629	Unknown
CP003873	CP003873.1_cluster_7	4347458	4358767	0.953938639492914	0.9849318835464574	CP003873.1_3661;CP003873.1_3662;CP003873.1_3663;CP003873.1_3664;CP003873.1_3665;CP003873.1_3666;CP003873.1_3667	PF00005;PF00083;PF00083;PF00150;PF00232;PF00356;PF00532;PF00933;PF01915;PF03553;PF07690;PF07690;PF07690;PF13377;PF13407;PF18559	Unknown
CP002113	CP002113.1_cluster_1	42274	52714	0.8958493811881219	0.9082493447372278	CP002113.1_39;CP002113.1_40;CP002113.1_41;CP002113.1_42;CP002113.1_43;CP002113.1_44	PF01136;PF07715;PF09603;PF13620;PF13715;PF14135;PF14322;PF15890	Unknown
CP002113	CP002113.1_cluster_2	410569	416206	0.8223423701591343	0.8236635978726359	CP002113.1_344;CP002113.1_345;CP002113.1_346;CP002113.1_347;CP002113.1_348	PF07980;PF14135;PF14322;PF15890;PF16148	Unknown
CP002113	CP002113.1_cluster_3	930422	939414	0.9276131972811561	0.9367363921389963	CP002113.1_810;CP002113.1_811;CP002113.1_812;CP002113.1_813;CP002113.1_814	PF01761;PF07715;PF08522;PF12741;PF12771;PF13385;PF13620;PF13685;PF13715	Unknown
CP002113	CP002113.1_cluster_4	1496230	1504822	0.8614560987956987	0.8650520168903526	CP002113.1_1307;CP002113.1_1308;CP002113.1_1309;CP002113.1_1310;CP002113.1_1311	PF02055;PF07715;PF07980;PF13472;PF13620;PF13715;PF14322;PF17189;PF19904	Unknown
CP002113	CP002113.1_cluster_5	1891744	1901180	0.9467612494973097	0.95104406578927	CP002113.1_1639;CP002113.1_1640;CP002113.1_1641;CP002113.1_1642;CP002113.1_1643	PF00703;PF00884;PF01663;PF02742;PF02836;PF02837;PF02929;PF04023;PF04023;PF07715;PF13620;PF13715;PF16347;PF16353	Unknown
CP002113	CP002113.1_cluster_6	2089744	2099280	0.8694006158928371	0.9011974184701886	CP002113.1_1827;CP002113.1_1828;CP002113.1_1829;CP002113.1_1830;CP002113.1_1831;CP002113.1_1832	PF00202;PF01170;PF02535;PF02535;PF02926;PF07715;PF12741;PF12741;PF12771;PF13620;PF13715;PF14088;PF22020	Unknown
CP002113	CP002113.1_cluster_7	2386673	2405397	0.9424002784656033	0.9591516047118543	CP002113.1_2090;CP002113.1_2091;CP002113.1_2092;CP002113.1_2093;CP002113.1_2094;CP002113.1_2095;CP002113.1_2096;CP002113.1_2097;CP002113.1_2098;CP002113.1_2099;CP002113.1_2100;CP002113.1_2101	PF00128;PF00128;PF00128;PF00356;PF00532;PF00593;PF03632;PF03633;PF03636;PF05635;PF07715;PF07980;PF09087;PF09154;PF10438;PF10566;PF13377;PF13407;PF13620;PF13715;PF14292;PF14322;PF14508;PF14509;PF19775	Unknown
LT629745	LT629745.1_cluster_1	1393397	1403220	0.9358857488668132	0.9672515231453763	LT629745.1_1323;LT629745.1_1324;LT629745.1_1325;LT629745.1_1326;LT629745.1_1327;LT629745.1_1328;LT629745.1_1329	PF00150;PF00383;PF00722;PF00722;PF00933;PF01915;PF02055;PF02057;PF02779;PF02780;PF13292;PF13292;PF14310;PF14437;PF17189;PF18099	Unknown
LT629745	LT629745.1_cluster_2	2109348	2119722	0.9708983040387585	0.97665948815886	LT629745.1_1923;LT629745.1_1924;LT629745.1_1925;LT629745.1_1926;LT629745.1_1927	PF00593;PF07715;PF07715;PF12741;PF12741;PF12741;PF12741;PF12771;PF12771;PF13620;PF13620;PF13715;PF13715;PF14905	Unknown
LT629745	LT629745.1_cluster_3	2632677	2647595	0.916687525742424	0.9482157406450704	LT629745.1_2410;LT629745.1_2411;LT629745.1_2412;LT629745.1_2413;LT629745.1_2414;LT629745.1_2415;LT629745.1_2416;LT629745.1_2417	PF00128;PF00356;PF00532;PF00593;PF00702;PF03632;PF03633;PF03636;PF07690;PF07690;PF07715;PF07980;PF13347;PF13377;PF13407;PF13419;PF13620;PF13715;PF14292;PF14322;PF16411;PF18962	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_1	361322	368970	0.9214611656524578	0.9551376087865353	NZ_CP084061.1_364;NZ_CP084061.1_365;NZ_CP084061.1_366;NZ_CP084061.1_367;NZ_CP084061.1_368;NZ_CP084061.1_369	PF00117;PF00356;PF00528;PF00528;PF00532;PF01547;PF03632;PF03633;PF03636;PF07722;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_2	1542587	1548979	0.9437045710105434	0.9624478344318095	NZ_CP084061.1_1483;NZ_CP084061.1_1484;NZ_CP084061.1_1485;NZ_CP084061.1_1486;NZ_CP084061.1_1487	PF00294;PF00294;PF00356;PF00528;PF00528;PF00532;PF01547;PF08543;PF08543;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_4	2047484	2054127	0.8325578267018191	0.8398056909131635	NZ_CP084061.1_1945;NZ_CP084061.1_1946;NZ_CP084061.1_1947;NZ_CP084061.1_1948;NZ_CP084061.1_1949	PF00528;PF00528;PF01547;PF07690;PF07944;PF13347;PF13416;PF20736;PF20737	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_5	2126329	2132975	0.8663027526759687	0.8708692851890956	NZ_CP084061.1_2013;NZ_CP084061.1_2014;NZ_CP084061.1_2015;NZ_CP084061.1_2016;NZ_CP084061.1_2017	PF00528;PF00528;PF00884;PF01547;PF01663;PF02449;PF08532;PF13416;PF16347	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_6	2330639	2335404	0.9326894253884159	0.9465151732907519	NZ_CP084061.1_2201;NZ_CP084061.1_2202;NZ_CP084061.1_2203;NZ_CP084061.1_2204;NZ_CP084061.1_2205	PF00528;PF00528;PF00532;PF01547;PF02585;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_7	2681412	2686495	0.8754053362102252	0.8923132275426452	NZ_CP084061.1_2542;NZ_CP084061.1_2543;NZ_CP084061.1_2544;NZ_CP084061.1_2545;NZ_CP084061.1_2546	PF00528;PF00528;PF01547;PF01784;PF04794;PF12010;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_8	2693051	2712112	0.9831137307040261	0.9998756764797868	NZ_CP084061.1_2552;NZ_CP084061.1_2553;NZ_CP084061.1_2554;NZ_CP084061.1_2555;NZ_CP084061.1_2556;NZ_CP084061.1_2557;NZ_CP084061.1_2558;NZ_CP084061.1_2559;NZ_CP084061.1_2560;NZ_CP084061.1_2561;NZ_CP084061.1_2562;NZ_CP084061.1_2563;NZ_CP084061.1_2564;NZ_CP084061.1_2565;NZ_CP084061.1_2566	PF00165;PF00251;PF00326;PF00356;PF00356;PF00356;PF00528;PF00528;PF00528;PF00528;PF00532;PF00532;PF00532;PF00756;PF01229;PF01547;PF01547;PF02311;PF04616;PF05048;PF07690;PF07859;PF08244;PF12833;PF13229;PF13347;PF13377;PF13377;PF13377;PF13407;PF13407;PF13416;PF13416;PF18835;PF20434	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_10	3245409	3254228	0.9829175624582808	0.99591935914717	NZ_CP084061.1_3023;NZ_CP084061.1_3024;NZ_CP084061.1_3025;NZ_CP084061.1_3026;NZ_CP084061.1_3027;NZ_CP084061.1_3028	PF00356;PF00528;PF00528;PF00532;PF01547;PF04616;PF07532;PF07944;PF13377;PF13407;PF13416;PF20736;PF20737	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_11	3408354	3416488	0.8325018745461931	0.8638498988258853	NZ_CP084061.1_3165;NZ_CP084061.1_3166;NZ_CP084061.1_3167;NZ_CP084061.1_3168;NZ_CP084061.1_3169;NZ_CP084061.1_3170	PF00356;PF00528;PF00528;PF00532;PF01547;PF01554;PF01554;PF02449;PF08532;PF08533;PF13377;PF13416;PF14488;PF14667	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_12	3582175	3591458	0.8746005043312789	0.9005362391225924	NZ_CP084061.1_3310;NZ_CP084061.1_3311;NZ_CP084061.1_3312;NZ_CP084061.1_3313;NZ_CP084061.1_3314;NZ_CP084061.1_3315;NZ_CP084061.1_3316	PF00356;PF00392;PF00528;PF00528;PF00532;PF00703;PF01380;PF01547;PF02836;PF02837;PF02929;PF07702;PF13377;PF13416;PF16353;PF22666	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_13	3698997	3705345	0.9409514777861367	0.9501092574219434	NZ_CP084061.1_3407;NZ_CP084061.1_3408;NZ_CP084061.1_3409;NZ_CP084061.1_3410;NZ_CP084061.1_3411	PF00356;PF00528;PF00528;PF00532;PF00884;PF01547;PF13377;PF13416;PF16347	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_14	3891268	3898473	0.8927552565645406	0.9006182502473323	NZ_CP084061.1_3619;NZ_CP084061.1_3620;NZ_CP084061.1_3621;NZ_CP084061.1_3622;NZ_CP084061.1_3623	PF00005;PF00005;PF00356;PF00532;PF00532;PF00933;PF01915;PF02653;PF13377;PF13377;PF13407;PF13407;PF14310	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_15	3918079	3923918	0.894066275503825	0.901772024711828	NZ_CP084061.1_3643;NZ_CP084061.1_3644;NZ_CP084061.1_3645;NZ_CP084061.1_3646;NZ_CP084061.1_3647	PF00356;PF00528;PF00528;PF00532;PF01547;PF06964;PF13377;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_16	3954471	3965964	0.9131050910838187	0.9410775219058227	NZ_CP084061.1_3679;NZ_CP084061.1_3680;NZ_CP084061.1_3681;NZ_CP084061.1_3682;NZ_CP084061.1_3683;NZ_CP084061.1_3684;NZ_CP084061.1_3685;NZ_CP084061.1_3686	PF00072;PF00165;PF00165;PF00528;PF00528;PF00672;PF01120;PF01547;PF01547;PF02518;PF06580;PF08305;PF08305;PF08306;PF08307;PF12833;PF13416;PF13416;PF14871	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_17	4430235	4435382	0.8907768720921416	0.9029511013528708	NZ_CP084061.1_4099;NZ_CP084061.1_4100;NZ_CP084061.1_4101;NZ_CP084061.1_4102;NZ_CP084061.1_4103	PF00128;PF00356;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_18	4635665	4641359	0.9782932382632692	0.9835067098321051	NZ_CP084061.1_4260;NZ_CP084061.1_4261;NZ_CP084061.1_4262;NZ_CP084061.1_4263;NZ_CP084061.1_4264	PF00356;PF00528;PF00532;PF01547;PF01869;PF02056;PF11975;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_19	5122657	5129347	0.880423707432012	0.8949557370687647	NZ_CP084061.1_4701;NZ_CP084061.1_4702;NZ_CP084061.1_4703;NZ_CP084061.1_4704;NZ_CP084061.1_4705	PF00356;PF00528;PF00528;PF00532;PF01301;PF01547;PF02449;PF12010;PF13377;PF13407;PF21317;PF21467	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_21	5163366	5170916	0.9549081727726005	0.9627231407702668	NZ_CP084061.1_4735;NZ_CP084061.1_4736;NZ_CP084061.1_4737;NZ_CP084061.1_4738;NZ_CP084061.1_4739	PF00528;PF00528;PF01547;PF02838;PF03648;PF07470;PF07477;PF07488;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_22	5363785	5370117	0.9473011094536063	0.9623786927944038	NZ_CP084061.1_4910;NZ_CP084061.1_4911;NZ_CP084061.1_4912;NZ_CP084061.1_4913;NZ_CP084061.1_4914;NZ_CP084061.1_4915	PF00107;PF00356;PF00480;PF00532;PF01261;PF01547;PF05025;PF08240;PF13377;PF13407;PF13416;PF16912	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_24	5664697	5673192	0.8152123021729275	0.820132123900035	NZ_CP084061.1_5167;NZ_CP084061.1_5168;NZ_CP084061.1_5169;NZ_CP084061.1_5170;NZ_CP084061.1_5171	PF00528;PF00528;PF00703;PF01547;PF02449;PF02836;PF02837;PF02929;PF08532;PF13416;PF16353;PF22666	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_25	6145182	6151221	0.8886133950522808	0.9071652531604623	NZ_CP084061.1_5566;NZ_CP084061.1_5567;NZ_CP084061.1_5568;NZ_CP084061.1_5569;NZ_CP084061.1_5570	PF00251;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_26	6170029	6183112	0.8365328629647363	0.8428605688008964	NZ_CP084061.1_5585;NZ_CP084061.1_5586;NZ_CP084061.1_5587	PF00165;PF00356;PF00532;PF04616;PF07532;PF07554;PF07554;PF07554;PF07554;PF12833;PF13377;PF13407	Unknown
NC_012781	NC_012781.1_cluster_1	236959	243208	0.8782884957206434	0.8863105211003744	NC_012781.1_224;NC_012781.1_225;NC_012781.1_226;NC_012781.1_227;NC_012781.1_228	PF00251;PF00356;PF00528;PF00528;PF00532;PF08244;PF13377	Unknown
NC_012781	NC_012781.1_cluster_2	441662	446107	0.8095285988931984	0.8191860901648356	NC_012781.1_420;NC_012781.1_421;NC_012781.1_422;NC_012781.1_423	PF00165;PF00165;PF00532;PF00532;PF01547;PF02311;PF12833;PF13407;PF13407;PF13416	Unknown
NC_012781	NC_012781.1_cluster_3	455077	460978	0.8202504791392149	0.8430059552691291	NC_012781.1_430;NC_012781.1_431;NC_012781.1_432;NC_012781.1_433;NC_012781.1_434	PF00356;PF00528;PF00528;PF00532;PF01547;PF01554;PF01554;PF13377;PF13416;PF14667	Unknown
NC_012781	NC_012781.1_cluster_4	1091787	1097939	0.9527782609643186	0.9663570465940435	NC_012781.1_1034;NC_012781.1_1035;NC_012781.1_1036;NC_012781.1_1037;NC_012781.1_1038	PF00356;PF00528;PF00528;PF00532;PF01547;PF03050;PF13377;PF13407;PF13416;PF13610;PF13683	Unknown
NC_012781	NC_012781.1_cluster_5	3419975	3431304	0.9573919055935821	0.9848136402878656	NC_012781.1_3277;NC_012781.1_3278;NC_012781.1_3279;NC_012781.1_3280;NC_012781.1_3281;NC_012781.1_3282;NC_012781.1_3283;NC_012781.1_3284;NC_012781.1_3285	PF00128;PF00232;PF00356;PF00528;PF00528;PF00532;PF01547;PF01554;PF01554;PF02255;PF02378;PF13377;PF13407;PF13416;PF14667	Unknown
CU207366	CU207366.1_cluster_1	3434	15280	0.9027541707195568	0.9248320918014926	CU207366.1_10;CU207366.1_11;CU207366.1_12;CU207366.1_6;CU207366.1_7;CU207366.1_8;CU207366.1_9	PF00072;PF00083;PF00165;PF00251;PF00294;PF00512;PF00532;PF00593;PF02518;PF07690;PF07690;PF07715;PF07980;PF08244;PF12833;PF13407;PF13620;PF13715;PF14322	Unknown
CU207366	CU207366.1_cluster_2	1203778	1228271	0.9447239856173744	0.9987931385549581	CU207366.1_1059;CU207366.1_1060;CU207366.1_1061;CU207366.1_1062;CU207366.1_1063;CU207366.1_1064;CU207366.1_1065;CU207366.1_1066;CU207366.1_1067;CU207366.1_1068;CU207366.1_1069;CU207366.1_1070;CU207366.1_1071;CU207366.1_1072;CU207366.1_1073;CU207366.1_1074;CU207366.1_1075;CU207366.1_1076;CU207366.1_1077;CU207366.1_1078;CU207366.1_1079	PF00083;PF00106;PF00294;PF00316;PF00356;PF00392;PF00532;PF00593;PF00801;PF01081;PF01261;PF01370;PF05426;PF06736;PF07690;PF07715;PF07729;PF07883;PF07940;PF07980;PF08659;PF08787;PF08787;PF08787;PF08787;PF12771;PF12973;PF13377;PF13407;PF13561;PF13620;PF13715;PF14322;PF14592;PF16318;PF18911;PF18913	Unknown
CU207366	CU207366.1_cluster_4	2256948	2262744	0.8525094437917321	0.8806617175624794	CU207366.1_1996;CU207366.1_1997;CU207366.1_1998;CU207366.1_1999;CU207366.1_2000	PF00044;PF00128;PF00365;PF01869;PF02518;PF02800;PF14361	Unknown
CU207366	CU207366.1_cluster_5	2269511	2278112	0.9713122161664457	0.975471080804388	CU207366.1_2005;CU207366.1_2006;CU207366.1_2007;CU207366.1_2008;CU207366.1_2009	PF00128;PF00356;PF00532;PF00593;PF07715;PF07980;PF09154;PF13377;PF13407;PF13620;PF13715;PF14292;PF16411	Unknown
CU207366	CU207366.1_cluster_6	2284880	2291693	0.8378137743931089	0.8618720858740215	CU207366.1_2013;CU207366.1_2014;CU207366.1_2015;CU207366.1_2016;CU207366.1_2017;CU207366.1_2018	PF00288;PF00356;PF00474;PF00532;PF01087;PF01263;PF02744;PF08544;PF10509;PF13377;PF13407;PF21906	Unknown
CU207366	CU207366.1_cluster_7	2947635	2963767	0.9594590065161018	0.9736492781956115	CU207366.1_2677;CU207366.1_2678;CU207366.1_2679;CU207366.1_2680;CU207366.1_2681;CU207366.1_2682;CU207366.1_2683	PF00593;PF07715;PF07715;PF07715;PF07980;PF12741;PF12741;PF12741;PF12771;PF12771;PF13620;PF13620;PF13620;PF13715;PF13715;PF13715;PF14322;PF14905	Unknown
CU207366	CU207366.1_cluster_8	3631848	3639072	0.9492014098129016	0.9519094833151726	CU207366.1_3266;CU207366.1_3267;CU207366.1_3268;CU207366.1_3269;CU207366.1_3270	PF00383;PF00676;PF00722;PF00722;PF00933;PF01915;PF02779;PF02780;PF13292;PF13292;PF14310;PF14437	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_1	27608	42326	0.9618905404871313	0.994982885276703	NZ_DS990126.1_20;NZ_DS990126.1_21;NZ_DS990126.1_22;NZ_DS990126.1_23;NZ_DS990126.1_24;NZ_DS990126.1_25;NZ_DS990126.1_26;NZ_DS990126.1_27;NZ_DS990126.1_28;NZ_DS990126.1_29	PF00593;PF00657;PF00701;PF00728;PF02838;PF04074;PF07221;PF07690;PF07690;PF07715;PF07980;PF13088;PF13472;PF13620;PF13715;PF13859;PF13964;PF14322;PF14873	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_2	58682	64519	0.8215410037254267	0.8242979545333025	NZ_DS990126.1_43;NZ_DS990126.1_44;NZ_DS990126.1_45;NZ_DS990126.1_46;NZ_DS990126.1_47	PF00370;PF00465;PF00596;PF02782;PF06134;PF06379;PF13685	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_3	71137	84343	0.9026726917026082	0.9171125756324822	NZ_DS990126.1_54;NZ_DS990126.1_55;NZ_DS990126.1_56;NZ_DS990126.1_57;NZ_DS990126.1_58;NZ_DS990126.1_59;NZ_DS990126.1_60	PF00754;PF00933;PF01136;PF01207;PF01915;PF02540;PF03054;PF06508;PF10566;PF12954;PF14310;PF14508;PF14509;PF15979;PF17829;PF20258;PF20259;PF22633	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_4	85053	98416	0.8445501004202424	0.8578440767083388	NZ_DS990126.1_62;NZ_DS990126.1_63;NZ_DS990126.1_64;NZ_DS990126.1_65;NZ_DS990126.1_66;NZ_DS990126.1_67	PF00593;PF04773;PF07660;PF07715;PF07971;PF07971;PF07971;PF12741;PF12741;PF12771;PF12771;PF13620;PF13715;PF16344;PF17678;PF17678;PF17678	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_5	101658	117492	0.8655898144988445	0.8803530187698915	NZ_DS990126.1_69;NZ_DS990126.1_70;NZ_DS990126.1_71;NZ_DS990126.1_72;NZ_DS990126.1_73;NZ_DS990126.1_74	PF00072;PF00165;PF00512;PF00703;PF02018;PF02518;PF02836;PF02837;PF02929;PF06964;PF07495;PF07715;PF07980;PF12833;PF13620;PF13715;PF14322;PF16353;PF22848	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_1	6006	20748	0.8895445885814096	0.9350312009265362	NZ_KB898707.1_10;NZ_KB898707.1_11;NZ_KB898707.1_12;NZ_KB898707.1_13;NZ_KB898707.1_14;NZ_KB898707.1_15;NZ_KB898707.1_7;NZ_KB898707.1_8;NZ_KB898707.1_9	PF00294;PF00593;PF00593;PF01081;PF02449;PF02746;PF04820;PF07277;PF07690;PF07715;PF07715;PF13378;PF14905;PF17992	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_2	131474	137884	0.9459260744958198	0.9536892884645355	NZ_KB898707.1_90;NZ_KB898707.1_91;NZ_KB898707.1_92;NZ_KB898707.1_93;NZ_KB898707.1_94	PF00106;PF01370;PF01547;PF01614;PF02449;PF09339;PF13416;PF13561;PF17992;PF20583	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_4	164972	178163	0.9419846682268286	0.9599542633152693	NZ_KB898707.1_113;NZ_KB898707.1_114;NZ_KB898707.1_115;NZ_KB898707.1_116;NZ_KB898707.1_117;NZ_KB898707.1_118;NZ_KB898707.1_119	PF00106;PF00171;PF00392;PF00756;PF01370;PF03422;PF03422;PF03422;PF07729;PF08659;PF09423;PF13561;PF17992;PF18040;PF18206	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_5	207906	222798	0.9891109085976512	0.9919755697531278	NZ_KB898707.1_145;NZ_KB898707.1_146;NZ_KB898707.1_147;NZ_KB898707.1_148;NZ_KB898707.1_149;NZ_KB898707.1_150	PF00593;PF00722;PF00884;PF00884;PF01663;PF02018;PF02368;PF02368;PF02368;PF02368;PF07715;PF13385;PF16347;PF16347	Unknown
