sequence_id	cluster_id	start	end	average_p	max_p	proteins	domains	type
NZ_CP084061	NZ_CP084061.1_cluster_9	2330639	2335404	0.9663464171622631	0.9766526331691452	NZ_CP084061.1_2201;NZ_CP084061.1_2202;NZ_CP084061.1_2203;NZ_CP084061.1_2204;NZ_CP084061.1_2205	PF00528;PF00528;PF00532;PF01547;PF02585;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_10	2394294	2401433	0.9063044497467463	0.9104339995016604	NZ_CP084061.1_2266;NZ_CP084061.1_2267;NZ_CP084061.1_2268;NZ_CP084061.1_2269;NZ_CP084061.1_2270;NZ_CP084061.1_2271	PF00465;PF00480;PF00528;PF00528;PF01120;PF01547;PF13416;PF13685	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_11	2507561	2513708	0.8170325476884914	0.820860003660919	NZ_CP084061.1_2362;NZ_CP084061.1_2363;NZ_CP084061.1_2364;NZ_CP084061.1_2365;NZ_CP084061.1_2366	PF00356;PF00532;PF01261;PF01408;PF01554;PF01554;PF02894;PF03023;PF07690;PF13347;PF13407;PF14667;PF22725	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_12	2675222	2682233	0.8135302976379227	0.8253114331410029	NZ_CP084061.1_2538;NZ_CP084061.1_2539;NZ_CP084061.1_2540;NZ_CP084061.1_2541;NZ_CP084061.1_2542	PF00754;PF00756;PF00933;PF01915;PF04616;PF04616;PF04794;PF14310;PF22633	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_13	2693051	2712112	0.9844728348841442	0.9995539143902245	NZ_CP084061.1_2552;NZ_CP084061.1_2553;NZ_CP084061.1_2554;NZ_CP084061.1_2555;NZ_CP084061.1_2556;NZ_CP084061.1_2557;NZ_CP084061.1_2558;NZ_CP084061.1_2559;NZ_CP084061.1_2560;NZ_CP084061.1_2561;NZ_CP084061.1_2562;NZ_CP084061.1_2563;NZ_CP084061.1_2564;NZ_CP084061.1_2565;NZ_CP084061.1_2566	PF00165;PF00251;PF00326;PF00356;PF00356;PF00356;PF00528;PF00528;PF00528;PF00528;PF00532;PF00532;PF00532;PF00756;PF01229;PF01547;PF01547;PF02311;PF04616;PF05048;PF07690;PF07859;PF08244;PF12833;PF13229;PF13347;PF13377;PF13377;PF13377;PF13407;PF13407;PF13416;PF13416;PF18835;PF20434	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_14	2720604	2727972	0.8291737363262183	0.844997459309532	NZ_CP084061.1_2571;NZ_CP084061.1_2572;NZ_CP084061.1_2573;NZ_CP084061.1_2574;NZ_CP084061.1_2575	PF00528;PF00528;PF01301;PF01301;PF01547;PF01547;PF02449;PF13416;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_15	3245409	3254228	0.9889266660176034	0.9985271447646933	NZ_CP084061.1_3023;NZ_CP084061.1_3024;NZ_CP084061.1_3025;NZ_CP084061.1_3026;NZ_CP084061.1_3027;NZ_CP084061.1_3028	PF00356;PF00528;PF00528;PF00532;PF01547;PF04616;PF07532;PF07944;PF13377;PF13407;PF13416;PF20736;PF20737	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_16	3332530	3338305	0.8243746519222854	0.8368575621118494	NZ_CP084061.1_3097;NZ_CP084061.1_3098;NZ_CP084061.1_3099;NZ_CP084061.1_3100;NZ_CP084061.1_3101	PF00128;PF00356;PF00528;PF00528;PF01547;PF13377;PF13407;PF13416;PF16657	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_17	3408354	3416488	0.9633235772747337	0.9750719063417116	NZ_CP084061.1_3165;NZ_CP084061.1_3166;NZ_CP084061.1_3167;NZ_CP084061.1_3168;NZ_CP084061.1_3169;NZ_CP084061.1_3170	PF00356;PF00528;PF00528;PF00532;PF01547;PF01554;PF01554;PF02449;PF08532;PF08533;PF13377;PF13416;PF14488;PF14667	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_18	3582175	3592239	0.9389307787868616	0.965899826868983	NZ_CP084061.1_3310;NZ_CP084061.1_3311;NZ_CP084061.1_3312;NZ_CP084061.1_3313;NZ_CP084061.1_3314;NZ_CP084061.1_3315;NZ_CP084061.1_3316;NZ_CP084061.1_3317	PF00294;PF00356;PF00392;PF00528;PF00528;PF00532;PF00703;PF01380;PF01547;PF02836;PF02837;PF02929;PF07702;PF13377;PF13416;PF16353;PF22666	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_19	3698997	3708665	0.9120951412709017	0.951537867152555	NZ_CP084061.1_3407;NZ_CP084061.1_3408;NZ_CP084061.1_3409;NZ_CP084061.1_3410;NZ_CP084061.1_3411;NZ_CP084061.1_3412;NZ_CP084061.1_3413	PF00078;PF00356;PF00528;PF00528;PF00532;PF00884;PF01547;PF01548;PF02371;PF08388;PF13377;PF13416;PF16347	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_20	3891268	3898473	0.9744876746239309	0.9774334832958024	NZ_CP084061.1_3619;NZ_CP084061.1_3620;NZ_CP084061.1_3621;NZ_CP084061.1_3622;NZ_CP084061.1_3623	PF00005;PF00005;PF00356;PF00532;PF00532;PF00933;PF01915;PF02653;PF13377;PF13377;PF13407;PF13407;PF14310	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_21	3918079	3923918	0.9477169599602872	0.9548232687218683	NZ_CP084061.1_3643;NZ_CP084061.1_3644;NZ_CP084061.1_3645;NZ_CP084061.1_3646;NZ_CP084061.1_3647	PF00356;PF00528;PF00528;PF00532;PF01547;PF06964;PF13377;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_22	3952985	3965964	0.9310755084187237	0.9821050906093626	NZ_CP084061.1_3678;NZ_CP084061.1_3679;NZ_CP084061.1_3680;NZ_CP084061.1_3681;NZ_CP084061.1_3682;NZ_CP084061.1_3683;NZ_CP084061.1_3684;NZ_CP084061.1_3685;NZ_CP084061.1_3686	PF00072;PF00165;PF00165;PF00528;PF00528;PF00672;PF01120;PF01408;PF01547;PF01547;PF02518;PF02894;PF06580;PF08305;PF08305;PF08306;PF08307;PF12833;PF13416;PF13416;PF14871;PF22725	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_23	4430235	4435382	0.9197347936292726	0.9354408605970661	NZ_CP084061.1_4099;NZ_CP084061.1_4100;NZ_CP084061.1_4101;NZ_CP084061.1_4102;NZ_CP084061.1_4103	PF00128;PF00356;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_24	4635665	4641359	0.98643134140595	0.9914138568082753	NZ_CP084061.1_4260;NZ_CP084061.1_4261;NZ_CP084061.1_4262;NZ_CP084061.1_4263;NZ_CP084061.1_4264	PF00356;PF00528;PF00532;PF01547;PF01869;PF02056;PF11975;PF13377;PF13407;PF13416	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_25	5122657	5129347	0.9657807525297306	0.9723681453796503	NZ_CP084061.1_4701;NZ_CP084061.1_4702;NZ_CP084061.1_4703;NZ_CP084061.1_4704;NZ_CP084061.1_4705	PF00356;PF00528;PF00528;PF00532;PF01301;PF01547;PF02449;PF12010;PF13377;PF13407;PF21317;PF21467	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_26	5254601	5260800	0.8286608929640951	0.842876137137292	NZ_CP084061.1_4814;NZ_CP084061.1_4815;NZ_CP084061.1_4816;NZ_CP084061.1_4817;NZ_CP084061.1_4818	PF00532;PF00672;PF01408;PF02518;PF02894;PF06580;PF07690;PF13189;PF13347;PF13407;PF22725	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_27	5363785	5370117	0.929101182655317	0.9550764199627858	NZ_CP084061.1_4910;NZ_CP084061.1_4911;NZ_CP084061.1_4912;NZ_CP084061.1_4913;NZ_CP084061.1_4914;NZ_CP084061.1_4915	PF00107;PF00356;PF00480;PF00532;PF01261;PF01547;PF05025;PF08240;PF13377;PF13407;PF13416;PF16912	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_28	5540142	5547214	0.8940124149917295	0.9355915330807101	NZ_CP084061.1_5059;NZ_CP084061.1_5060;NZ_CP084061.1_5061;NZ_CP084061.1_5062;NZ_CP084061.1_5063	PF00251;PF00356;PF00358;PF00367;PF00512;PF00532;PF02378;PF02518;PF08244;PF13377;PF13407	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_29	5620121	5626738	0.920603203904606	0.9275801236387095	NZ_CP084061.1_5126;NZ_CP084061.1_5127;NZ_CP084061.1_5128;NZ_CP084061.1_5129;NZ_CP084061.1_5130	PF00356;PF00532;PF01261;PF01261;PF01408;PF02894;PF07690;PF13189;PF13347;PF13407;PF22725	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_30	5664697	5673192	0.8733341784170144	0.8768324601613878	NZ_CP084061.1_5167;NZ_CP084061.1_5168;NZ_CP084061.1_5169;NZ_CP084061.1_5170;NZ_CP084061.1_5171	PF00528;PF00528;PF00703;PF01547;PF02449;PF02836;PF02837;PF02929;PF08532;PF13416;PF16353;PF22666	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_31	5789014	5796555	0.9011258884940835	0.9051847721859914	NZ_CP084061.1_5278;NZ_CP084061.1_5279;NZ_CP084061.1_5280;NZ_CP084061.1_5281;NZ_CP084061.1_5282	PF00528;PF00528;PF00672;PF00703;PF01547;PF02518;PF02837;PF06580;PF13416;PF17753;PF22666	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_32	6098688	6106025	0.8186564004504276	0.8220842825232787	NZ_CP084061.1_5534;NZ_CP084061.1_5535;NZ_CP084061.1_5536;NZ_CP084061.1_5537;NZ_CP084061.1_5538	PF00528;PF00528;PF00933;PF00933;PF01547;PF01915;PF13416;PF14310	Unknown
NZ_CP084061	NZ_CP084061.1_cluster_33	6145182	6151221	0.9509194726568322	0.9666358346370079	NZ_CP084061.1_5566;NZ_CP084061.1_5567;NZ_CP084061.1_5568;NZ_CP084061.1_5569;NZ_CP084061.1_5570	PF00251;PF00356;PF00528;PF00528;PF00532;PF01547;PF13377;PF13407;PF13416	Unknown
NC_012781	NC_012781.1_cluster_1	236959	243208	0.9361311378942789	0.9418124047261354	NC_012781.1_224;NC_012781.1_225;NC_012781.1_226;NC_012781.1_227;NC_012781.1_228	PF00251;PF00356;PF00528;PF00528;PF00532;PF08244;PF13377	Unknown
NC_012781	NC_012781.1_cluster_3	455077	463399	0.9404851864852879	0.954684411359611	NC_012781.1_430;NC_012781.1_431;NC_012781.1_432;NC_012781.1_433;NC_012781.1_434;NC_012781.1_435	PF00356;PF00528;PF00528;PF00532;PF01055;PF01547;PF01554;PF01554;PF13377;PF13416;PF14667;PF17137;PF21365	Unknown
NC_012781	NC_012781.1_cluster_4	498501	504095	0.908197754564502	0.9274503643159294	NC_012781.1_465;NC_012781.1_466;NC_012781.1_467;NC_012781.1_468;NC_012781.1_469	PF00356;PF00528;PF00532;PF01547;PF02446;PF02446;PF13377;PF13407;PF13416	Unknown
NC_012781	NC_012781.1_cluster_6	1091787	1097939	0.9814135690807912	0.9920740926822766	NC_012781.1_1034;NC_012781.1_1035;NC_012781.1_1036;NC_012781.1_1037;NC_012781.1_1038	PF00356;PF00528;PF00528;PF00532;PF01547;PF03050;PF13377;PF13407;PF13416;PF13610;PF13683	Unknown
NC_012781	NC_012781.1_cluster_7	3419975	3431304	0.9807049925238743	0.9976111668726139	NC_012781.1_3277;NC_012781.1_3278;NC_012781.1_3279;NC_012781.1_3280;NC_012781.1_3281;NC_012781.1_3282;NC_012781.1_3283;NC_012781.1_3284;NC_012781.1_3285	PF00128;PF00232;PF00356;PF00528;PF00528;PF00532;PF01547;PF01554;PF01554;PF02255;PF02378;PF13377;PF13407;PF13416;PF14667	Unknown
CU207366	CU207366.1_cluster_1	3434	15280	0.9147076811838635	0.9549138366703899	CU207366.1_10;CU207366.1_11;CU207366.1_12;CU207366.1_6;CU207366.1_7;CU207366.1_8;CU207366.1_9	PF00072;PF00083;PF00165;PF00251;PF00294;PF00512;PF00532;PF00593;PF02518;PF07690;PF07690;PF07715;PF07980;PF08244;PF12833;PF13407;PF13620;PF13715;PF14322	Unknown
CU207366	CU207366.1_cluster_2	759215	772720	0.9542744666974909	0.9986519935307349	CU207366.1_637;CU207366.1_638;CU207366.1_639;CU207366.1_640;CU207366.1_641;CU207366.1_642;CU207366.1_643;CU207366.1_644	PF04616;PF04616;PF04616;PF04616;PF06964;PF07715;PF07944;PF07980;PF13620;PF13715;PF14322;PF16369;PF16375;PF20620;PF20736	Unknown
CU207366	CU207366.1_cluster_3	1092230	1100654	0.8250446487729217	0.8319741188784245	CU207366.1_951;CU207366.1_952;CU207366.1_953	PF07593;PF07593;PF07980;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF13517;PF14322	Unknown
CU207366	CU207366.1_cluster_4	1204786	1228271	0.9655690432090424	0.9999769002904756	CU207366.1_1061;CU207366.1_1062;CU207366.1_1063;CU207366.1_1064;CU207366.1_1065;CU207366.1_1066;CU207366.1_1067;CU207366.1_1068;CU207366.1_1069;CU207366.1_1070;CU207366.1_1071;CU207366.1_1072;CU207366.1_1073;CU207366.1_1074;CU207366.1_1075;CU207366.1_1076;CU207366.1_1077;CU207366.1_1078;CU207366.1_1079	PF00083;PF00106;PF00294;PF00316;PF00356;PF00392;PF00532;PF00593;PF00801;PF01081;PF01261;PF01370;PF05426;PF07690;PF07715;PF07729;PF07883;PF07940;PF07980;PF08659;PF08787;PF08787;PF08787;PF08787;PF12771;PF12973;PF13377;PF13407;PF13561;PF13620;PF13715;PF14322;PF14592;PF16318;PF18911;PF18913	Unknown
CU207366	CU207366.1_cluster_6	1771768	1782214	0.8530399572746236	0.9030611049779119	CU207366.1_1596;CU207366.1_1597;CU207366.1_1598;CU207366.1_1599;CU207366.1_1600;CU207366.1_1601	PF00107;PF00294;PF00593;PF00801;PF00801;PF01120;PF07715;PF07980;PF08240;PF13620;PF13715;PF14322;PF16757;PF16912;PF18911;PF18911	Unknown
CU207366	CU207366.1_cluster_7	2283903	2291693	0.9760539865185355	0.9897531594297897	CU207366.1_2012;CU207366.1_2013;CU207366.1_2014;CU207366.1_2015;CU207366.1_2016;CU207366.1_2017;CU207366.1_2018	PF00288;PF00356;PF00474;PF00532;PF01087;PF01261;PF01263;PF02744;PF08544;PF10509;PF13377;PF13407;PF21906	Unknown
CU207366	CU207366.1_cluster_8	2947635	2963767	0.86185528394095	0.9132356610359723	CU207366.1_2677;CU207366.1_2678;CU207366.1_2679;CU207366.1_2680;CU207366.1_2681;CU207366.1_2682;CU207366.1_2683	PF00593;PF07715;PF07715;PF07715;PF07980;PF12741;PF12741;PF12741;PF12771;PF12771;PF13620;PF13620;PF13620;PF13715;PF13715;PF13715;PF14322;PF14905	Unknown
CU207366	CU207366.1_cluster_9	3627627	3637200	0.986138772246589	0.9935367883046788	CU207366.1_3264;CU207366.1_3265;CU207366.1_3266;CU207366.1_3267;CU207366.1_3268;CU207366.1_3269	PF00383;PF00722;PF00722;PF00933;PF01915;PF07980;PF14310;PF14322;PF14437	Unknown
NZ_DS990126	NZ_DS990126.1_cluster_3	115741	123012	0.9113480770364769	0.9422641400804641	NZ_DS990126.1_74;NZ_DS990126.1_75;NZ_DS990126.1_76;NZ_DS990126.1_77;NZ_DS990126.1_78	PF04616;PF04616;PF07980;PF14322;PF14508;PF16369	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_1	6006	20748	0.9504772292097948	0.9796867548498114	NZ_KB898707.1_10;NZ_KB898707.1_11;NZ_KB898707.1_12;NZ_KB898707.1_13;NZ_KB898707.1_14;NZ_KB898707.1_15;NZ_KB898707.1_7;NZ_KB898707.1_8;NZ_KB898707.1_9	PF00294;PF00593;PF00593;PF01081;PF02449;PF02746;PF04820;PF07277;PF07690;PF07715;PF07715;PF13378;PF14905;PF17992	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_2	66344	74204	0.8138402193934906	0.8156443233640799	NZ_KB898707.1_47;NZ_KB898707.1_48;NZ_KB898707.1_49;NZ_KB898707.1_50	PF00933;PF01915;PF07593;PF13229;PF13517;PF13517;PF13517;PF14310;PF14592	Unknown
NZ_KB898707	NZ_KB898707.1_cluster_3	118019	128390	0.9217340068537713	0.954778836465452	NZ_KB898707.1_80;NZ_KB898707.1_81;NZ_KB898707.1_82;NZ_KB898707.1_83;NZ_KB898707.1_84;NZ_KB898707.1_85;NZ_KB898707.1_86	PF00171;PF00474;PF00703;PF00722;PF00722;PF00884;PF02837;PF04616;PF16347;PF22633;PF22666	Unknown
