protein_id	sequence_id	cluster_id	is_PUL	start	end	protein_id_pred	sequence_id_pred	cluster_id_pred	is_PUL_pred	start_pred	end_pred	average_p
ABJL02000008_1034	ABJL02000008		false	1252266	1252494	ABJL02000008_1034	ABJL02000008		false	1252266	1252494	0.00187256151134412
ABJL02000008_1035	ABJL02000008		false	1252498	1253542	ABJL02000008_1035	ABJL02000008		false	1252498	1253542	0.002236501008839481
ABJL02000008_1036	ABJL02000008		false	1253548	1254319	ABJL02000008_1036	ABJL02000008		false	1253548	1254319	0.02895187471870113
ABJL02000008_1037	ABJL02000008		false	1254287	1254524	ABJL02000008_1037	ABJL02000008		false	1254287	1254524	0.024711279825055242
ABJL02000008_1038	ABJL02000008		false	1254546	1256340	ABJL02000008_1038	ABJL02000008		false	1254546	1256340	0.006754342192623893
ABJL02000008_1039	ABJL02000008		false	1256741	1256945	ABJL02000008_1039	ABJL02000008		false	1256741	1256945	0.008991926860671493
ABJL02000008_104	ABJL02000008		false	127429	128170	ABJL02000008_104	ABJL02000008		false	127429	128170	0.01974637302323543
ABJL02000008_1040	ABJL02000008		false	1257003	1257483	ABJL02000008_1040	ABJL02000008		false	1257003	1257483	0.005980951746601243
ABJL02000008_1041	ABJL02000008		false	1257519	1258068	ABJL02000008_1041	ABJL02000008		false	1257519	1258068	0.01410483897710188
ABJL02000008_1042	ABJL02000008		false	1258148	1258334	ABJL02000008_1042	ABJL02000008		false	1258148	1258334	0.02867056949484843
ABJL02000008_1043	ABJL02000008		false	1258712	1260143	ABJL02000008_1043	ABJL02000008		false	1258712	1260143	0.028971782669250226
ABJL02000008_1044	ABJL02000008		false	1260155	1261217	ABJL02000008_1044	ABJL02000008		false	1260155	1261217	0.030417537983620936
ABJL02000008_1045	ABJL02000008		false	1261213	1262383	ABJL02000008_1045	ABJL02000008		false	1261213	1262383	0.01749233336895512
ABJL02000008_1046	ABJL02000008		false	1262752	1263001	ABJL02000008_1046	ABJL02000008		false	1262752	1263001	0.026103339900346672
ABJL02000008_1047	ABJL02000008		false	1263323	1263950	ABJL02000008_1047	ABJL02000008		false	1263323	1263950	0.02792802365453517
ABJL02000008_1048	ABJL02000008		false	1263958	1264642	ABJL02000008_1048	ABJL02000008		false	1263958	1264642	0.01515309608356165
ABJL02000008_1049	ABJL02000008		false	1264643	1266179	ABJL02000008_1049	ABJL02000008		false	1264643	1266179	0.022353937823186426
ABJL02000008_105	ABJL02000008		false	128315	128618	ABJL02000008_105	ABJL02000008		false	128315	128618	0.004384821926789314
ABJL02000008_1050	ABJL02000008		false	1266398	1267262	ABJL02000008_1050	ABJL02000008		false	1266398	1267262	0.00870038059072207
ABJL02000008_1051	ABJL02000008		false	1267480	1270015	ABJL02000008_1051	ABJL02000008		false	1267480	1270015	0.10550172394959681
ABJL02000008_1052	ABJL02000008		false	1270016	1270688	ABJL02000008_1052	ABJL02000008		false	1270016	1270688	0.07365926474036377
ABJL02000008_1053	ABJL02000008		false	1270694	1272572	ABJL02000008_1053	ABJL02000008		false	1270694	1272572	0.05808627977324031
ABJL02000008_1054	ABJL02000008		false	1272685	1273342	ABJL02000008_1054	ABJL02000008		false	1272685	1273342	0.03744252774696546
ABJL02000008_1055	ABJL02000008		false	1273454	1274102	ABJL02000008_1055	ABJL02000008		false	1273454	1274102	0.00911268939660612
ABJL02000008_1056	ABJL02000008		false	1274248	1274662	ABJL02000008_1056	ABJL02000008		false	1274248	1274662	0.021358929627287866
ABJL02000008_1057	ABJL02000008		false	1274731	1275919	ABJL02000008_1057	ABJL02000008		false	1274731	1275919	0.004206958962535816
ABJL02000008_1058	ABJL02000008		false	1275922	1277131	ABJL02000008_1058	ABJL02000008		false	1275922	1277131	0.008150979168279927
ABJL02000008_1059	ABJL02000008		false	1277289	1278615	ABJL02000008_1059	ABJL02000008		false	1277289	1278615	0.025759239877815646
ABJL02000008_106	ABJL02000008		false	128641	128965	ABJL02000008_106	ABJL02000008		false	128641	128965	0.005706966491004178
ABJL02000008_1060	ABJL02000008		false	1278627	1280082	ABJL02000008_1060	ABJL02000008		false	1278627	1280082	0.022287564342369722
ABJL02000008_1061	ABJL02000008		false	1280283	1282281	ABJL02000008_1061	ABJL02000008		false	1280283	1282281	0.08449139367649944
ABJL02000008_1062	ABJL02000008		false	1282317	1282887	ABJL02000008_1062	ABJL02000008		false	1282317	1282887	0.005250701995783378
ABJL02000008_1063	ABJL02000008		false	1282883	1283219	ABJL02000008_1063	ABJL02000008		false	1282883	1283219	0.024264948121288633
ABJL02000008_1064	ABJL02000008		false	1283433	1284120	ABJL02000008_1064	ABJL02000008		false	1283433	1284120	0.005866056856719241
ABJL02000008_1065	ABJL02000008		false	1284384	1284615	ABJL02000008_1065	ABJL02000008		false	1284384	1284615	0.02061516768461513
ABJL02000008_1066	ABJL02000008		false	1284947	1285967	ABJL02000008_1066	ABJL02000008		false	1284947	1285967	0.00331698292465102
ABJL02000008_1067	ABJL02000008		false	1286100	1287297	ABJL02000008_1067	ABJL02000008		false	1286100	1287297	0.020659585895745312
ABJL02000008_1068	ABJL02000008		false	1287293	1287968	ABJL02000008_1068	ABJL02000008		false	1287293	1287968	0.0015424327077304836
ABJL02000008_1069	ABJL02000008		false	1288058	1289315	ABJL02000008_1069	ABJL02000008		false	1288058	1289315	0.023986238897062185
ABJL02000008_107	ABJL02000008		false	128961	129900	ABJL02000008_107	ABJL02000008		false	128961	129900	0.012597968226034414
ABJL02000008_1070	ABJL02000008		false	1289429	1290452	ABJL02000008_1070	ABJL02000008		false	1289429	1290452	0.02368367333224582
ABJL02000008_1071	ABJL02000008		false	1290470	1291385	ABJL02000008_1071	ABJL02000008		false	1290470	1291385	0.004506879261554063
ABJL02000008_1072	ABJL02000008		false	1291451	1293641	ABJL02000008_1072	ABJL02000008		false	1291451	1293641	0.00668154079050135
ABJL02000008_1073	ABJL02000008		false	1293660	1294659	ABJL02000008_1073	ABJL02000008		false	1293660	1294659	0.021672723754046587
ABJL02000008_1074	ABJL02000008		false	1294660	1295242	ABJL02000008_1074	ABJL02000008		false	1294660	1295242	0.005401161566262784
ABJL02000008_1075	ABJL02000008		false	1295287	1295815	ABJL02000008_1075	ABJL02000008		false	1295287	1295815	0.020095923588762617
ABJL02000008_1076	ABJL02000008		false	1295921	1296716	ABJL02000008_1076	ABJL02000008		false	1295921	1296716	0.00614384145607872
ABJL02000008_1077	ABJL02000008		false	1296712	1297048	ABJL02000008_1077	ABJL02000008		false	1296712	1297048	0.03914319193636107
ABJL02000008_1078	ABJL02000008		false	1297050	1297587	ABJL02000008_1078	ABJL02000008		false	1297050	1297587	0.03171263012566821
ABJL02000008_1079	ABJL02000008		false	1297763	1298747	ABJL02000008_1079	ABJL02000008		false	1297763	1298747	0.4261258226330585
ABJL02000008_108	ABJL02000008		false	130483	132145	ABJL02000008_108	ABJL02000008		false	130483	132145	0.0341644420328576
ABJL02000008_1080	ABJL02000008		false	1298749	1301584	ABJL02000008_1080	ABJL02000008		false	1298749	1301584	0.8379580735489472
ABJL02000008_1081	ABJL02000008		false	1301757	1301919	ABJL02000008_1081	ABJL02000008		false	1301757	1301919	0.7629527688521309
ABJL02000008_1082	ABJL02000008		false	1303523	1303721	ABJL02000008_1082	ABJL02000008		false	1303523	1303721	0.754563327852748
ABJL02000008_1083	ABJL02000008		false	1303788	1305756	ABJL02000008_1083	ABJL02000008		false	1303788	1305756	0.7960163075069052
ABJL02000008_1084	ABJL02000008		false	1305896	1307852	ABJL02000008_1084	ABJL02000008		false	1305896	1307852	0.8249653161580675
ABJL02000008_1085	ABJL02000008		false	1307922	1308663	ABJL02000008_1085	ABJL02000008		false	1307922	1308663	0.5661604998536451
ABJL02000008_1086	ABJL02000008		false	1308664	1308853	ABJL02000008_1086	ABJL02000008		false	1308664	1308853	0.5261168139351661
ABJL02000008_1087	ABJL02000008		false	1308993	1310436	ABJL02000008_1087	ABJL02000008		false	1308993	1310436	0.5400680323215519
ABJL02000008_1088	ABJL02000008		false	1310471	1311644	ABJL02000008_1088	ABJL02000008		false	1310471	1311644	0.6966384910677825
ABJL02000008_1089	ABJL02000008		false	1311683	1313360	ABJL02000008_1089	ABJL02000008	ABJL02000008_cluster_20	true	1311683	1313360	0.8400870279951288
ABJL02000008_109	ABJL02000008		false	132141	133836	ABJL02000008_109	ABJL02000008		false	132141	133836	0.0016091779742743824
ABJL02000008_1090	ABJL02000008		false	1313380	1316413	ABJL02000008_1090	ABJL02000008	ABJL02000008_cluster_20	true	1313380	1316413	0.9180784189404647
ABJL02000008_1091	ABJL02000008		false	1317245	1318826	ABJL02000008_1091	ABJL02000008	ABJL02000008_cluster_20	true	1317245	1318826	0.8955292286329943
ABJL02000008_1092	ABJL02000008		false	1318881	1321362	ABJL02000008_1092	ABJL02000008	ABJL02000008_cluster_20	true	1318881	1321362	0.907379391990446
ABJL02000008_1093	ABJL02000008		false	1321387	1322572	ABJL02000008_1093	ABJL02000008	ABJL02000008_cluster_20	true	1321387	1322572	0.8994616638632679
ABJL02000008_1094	ABJL02000008		false	1322619	1325187	ABJL02000008_1094	ABJL02000008	ABJL02000008_cluster_20	true	1322619	1325187	0.9051223717650202
ABJL02000008_1095	ABJL02000008		false	1325400	1327542	ABJL02000008_1095	ABJL02000008		false	1325400	1327542	0.511959881423041
ABJL02000008_1096	ABJL02000008		false	1327599	1328088	ABJL02000008_1096	ABJL02000008		false	1327599	1328088	0.42054031841177664
ABJL02000008_1097	ABJL02000008		false	1328202	1332183	ABJL02000008_1097	ABJL02000008		false	1328202	1332183	0.2973693033981011
ABJL02000008_1098	ABJL02000008		false	1332209	1333970	ABJL02000008_1098	ABJL02000008		false	1332209	1333970	0.15349518271575363
ABJL02000008_1099	ABJL02000008		false	1334090	1334402	ABJL02000008_1099	ABJL02000008		false	1334090	1334402	0.07080805024563158
ABJL02000008_11	ABJL02000008		false	8895	9927	ABJL02000008_11	ABJL02000008		false	8895	9927	0.0008887356469181604
ABJL02000008_110	ABJL02000008		false	133850	134165	ABJL02000008_110	ABJL02000008		false	133850	134165	0.005479636251177583
ABJL02000008_1100	ABJL02000008		false	1334528	1335536	ABJL02000008_1100	ABJL02000008		false	1334528	1335536	0.08524439412687519
ABJL02000008_1101	ABJL02000008		false	1335649	1337026	ABJL02000008_1101	ABJL02000008		false	1335649	1337026	0.132143474597339
ABJL02000008_1102	ABJL02000008		false	1337244	1339557	ABJL02000008_1102	ABJL02000008		false	1337244	1339557	0.06570752674279733
ABJL02000008_1103	ABJL02000008		false	1339660	1340713	ABJL02000008_1103	ABJL02000008		false	1339660	1340713	0.08516539231515374
ABJL02000008_1104	ABJL02000008		false	1340757	1343790	ABJL02000008_1104	ABJL02000008		false	1340757	1343790	0.03820073673624119
ABJL02000008_1105	ABJL02000008		false	1343811	1345083	ABJL02000008_1105	ABJL02000008		false	1343811	1345083	0.012421304717117011
ABJL02000008_1106	ABJL02000008		false	1345194	1346430	ABJL02000008_1106	ABJL02000008		false	1345194	1346430	0.0009815837896859415
ABJL02000008_1107	ABJL02000008		false	1346436	1348272	ABJL02000008_1107	ABJL02000008		false	1346436	1348272	0.00008424114986682499
ABJL02000008_1108	ABJL02000008		false	1348309	1348570	ABJL02000008_1108	ABJL02000008		false	1348309	1348570	0.01062426284411225
ABJL02000008_1109	ABJL02000008		false	1348773	1349247	ABJL02000008_1109	ABJL02000008		false	1348773	1349247	0.048485480685491786
ABJL02000008_111	ABJL02000008		false	134200	134821	ABJL02000008_111	ABJL02000008		false	134200	134821	0.004803156759811115
ABJL02000008_1110	ABJL02000008		false	1349748	1352601	ABJL02000008_1110	ABJL02000008		false	1349748	1352601	0.0037835354561754067
ABJL02000008_1111	ABJL02000008		false	1352615	1354511	ABJL02000008_1111	ABJL02000008		false	1352615	1354511	0.02748180581661518
ABJL02000008_1112	ABJL02000008		false	1354830	1355817	ABJL02000008_1112	ABJL02000008		false	1354830	1355817	0.024241659052762873
ABJL02000008_1113	ABJL02000008		false	1355960	1357535	ABJL02000008_1113	ABJL02000008		false	1355960	1357535	0.009513991125374694
ABJL02000008_1114	ABJL02000008		false	1357556	1358414	ABJL02000008_1114	ABJL02000008		false	1357556	1358414	0.06990948382597308
ABJL02000008_1115	ABJL02000008		false	1358484	1359027	ABJL02000008_1115	ABJL02000008		false	1358484	1359027	0.037866530036740176
ABJL02000008_1116	ABJL02000008		false	1359043	1359697	ABJL02000008_1116	ABJL02000008		false	1359043	1359697	0.0034078693011483827
ABJL02000008_1117	ABJL02000008		false	1360243	1362331	ABJL02000008_1117	ABJL02000008		false	1360243	1362331	0.023552029985288155
ABJL02000008_1118	ABJL02000008		false	1362212	1362488	ABJL02000008_1118	ABJL02000008		false	1362212	1362488	0.02519520686987402
ABJL02000008_1119	ABJL02000008		false	1362520	1366225	ABJL02000008_1119	ABJL02000008		false	1362520	1366225	0.0005351640948484995
ABJL02000008_112	ABJL02000008		false	134840	135920	ABJL02000008_112	ABJL02000008		false	134840	135920	0.005262532641674384
ABJL02000008_1120	ABJL02000008		false	1366411	1370431	ABJL02000008_1120	ABJL02000008		false	1366411	1370431	0.061977289241712176
ABJL02000008_1121	ABJL02000008		false	1370435	1370984	ABJL02000008_1121	ABJL02000008		false	1370435	1370984	0.002625690911764815
ABJL02000008_1122	ABJL02000008		false	1371032	1371584	ABJL02000008_1122	ABJL02000008		false	1371032	1371584	0.002107786642131035
ABJL02000008_1123	ABJL02000008		false	1371596	1373105	ABJL02000008_1123	ABJL02000008		false	1371596	1373105	0.02967979989648669
ABJL02000008_1124	ABJL02000008		false	1373138	1375073	ABJL02000008_1124	ABJL02000008		false	1373138	1375073	0.027075339498265308
ABJL02000008_1125	ABJL02000008		false	1375235	1378013	ABJL02000008_1125	ABJL02000008		false	1375235	1378013	0.01218253576281367
ABJL02000008_1126	ABJL02000008		false	1378159	1378645	ABJL02000008_1126	ABJL02000008		false	1378159	1378645	0.027229731004300744
ABJL02000008_1127	ABJL02000008		false	1378647	1378887	ABJL02000008_1127	ABJL02000008		false	1378647	1378887	0.028139653670920136
ABJL02000008_1128	ABJL02000008		false	1378886	1380317	ABJL02000008_1128	ABJL02000008		false	1378886	1380317	0.004653513513278347
ABJL02000008_1129	ABJL02000008		false	1380457	1381945	ABJL02000008_1129	ABJL02000008		false	1380457	1381945	0.008121100182912917
ABJL02000008_113	ABJL02000008		false	135931	136555	ABJL02000008_113	ABJL02000008		false	135931	136555	0.020102344544263857
ABJL02000008_1130	ABJL02000008		false	1381941	1383144	ABJL02000008_1130	ABJL02000008		false	1381941	1383144	0.025318148618629046
ABJL02000008_1131	ABJL02000008		false	1383306	1384485	ABJL02000008_1131	ABJL02000008		false	1383306	1384485	0.01615582815767757
ABJL02000008_1132	ABJL02000008		false	1384518	1388076	ABJL02000008_1132	ABJL02000008		false	1384518	1388076	0.031743367986116724
ABJL02000008_1133	ABJL02000008		false	1388184	1388373	ABJL02000008_1133	ABJL02000008		false	1388184	1388373	0.03761898081661397
ABJL02000008_1134	ABJL02000008		false	1388407	1389295	ABJL02000008_1134	ABJL02000008		false	1388407	1389295	0.059921163593220333
ABJL02000008_1135	ABJL02000008		false	1389362	1392131	ABJL02000008_1135	ABJL02000008		false	1389362	1392131	0.04581769190100092
ABJL02000008_1136	ABJL02000008		false	1392455	1392983	ABJL02000008_1136	ABJL02000008		false	1392455	1392983	0.032676953742954006
ABJL02000008_1137	ABJL02000008		false	1393298	1393574	ABJL02000008_1137	ABJL02000008		false	1393298	1393574	0.02022216936702668
ABJL02000008_1138	ABJL02000008		false	1393651	1394134	ABJL02000008_1138	ABJL02000008		false	1393651	1394134	0.07574599256932196
ABJL02000008_1139	ABJL02000008		false	1394130	1395423	ABJL02000008_1139	ABJL02000008		false	1394130	1395423	0.09392640114692319
ABJL02000008_114	ABJL02000008		false	136559	136859	ABJL02000008_114	ABJL02000008		false	136559	136859	0.006860636947676125
ABJL02000008_1140	ABJL02000008	PULpy_PUL14	true	1395783	1397973	ABJL02000008_1140	ABJL02000008		false	1395783	1397973	0.46234003726424283
ABJL02000008_1141	ABJL02000008	PULpy_PUL14	true	1398014	1400300	ABJL02000008_1141	ABJL02000008		false	1398014	1400300	0.2693413395670456
ABJL02000008_1142	ABJL02000008	PULpy_PUL14	true	1400570	1402178	ABJL02000008_1142	ABJL02000008		false	1400570	1402178	0.22140455665429676
ABJL02000008_1143	ABJL02000008	PULpy_PUL14	true	1402302	1403727	ABJL02000008_1143	ABJL02000008		false	1402302	1403727	0.20632258902544304
ABJL02000008_1144	ABJL02000008	PULpy_PUL14	true	1403827	1404712	ABJL02000008_1144	ABJL02000008		false	1403827	1404712	0.4064530752504331
ABJL02000008_1145	ABJL02000008	PULpy_PUL14	true	1404765	1406409	ABJL02000008_1145	ABJL02000008		false	1404765	1406409	0.6544209471232184
ABJL02000008_1146	ABJL02000008	PULpy_PUL14	true	1406429	1407590	ABJL02000008_1146	ABJL02000008	ABJL02000008_cluster_21	true	1406429	1407590	0.8883259195707824
ABJL02000008_1147	ABJL02000008	PULpy_PUL14	true	1407795	1408668	ABJL02000008_1147	ABJL02000008	ABJL02000008_cluster_21	true	1407795	1408668	0.9666373767259558
ABJL02000008_1148	ABJL02000008	PULpy_PUL14	true	1408828	1410631	ABJL02000008_1148	ABJL02000008	ABJL02000008_cluster_21	true	1408828	1410631	0.9947767045220187
ABJL02000008_1149	ABJL02000008	PULpy_PUL14	true	1410921	1414029	ABJL02000008_1149	ABJL02000008	ABJL02000008_cluster_21	true	1410921	1414029	0.9984672338690884
ABJL02000008_115	ABJL02000008		false	136833	138114	ABJL02000008_115	ABJL02000008		false	136833	138114	0.003586266759042445
ABJL02000008_1150	ABJL02000008	PULpy_PUL14	true	1414047	1415781	ABJL02000008_1150	ABJL02000008	ABJL02000008_cluster_21	true	1414047	1415781	0.9991546825369406
ABJL02000008_1151	ABJL02000008	PULpy_PUL14	true	1415802	1417206	ABJL02000008_1151	ABJL02000008	ABJL02000008_cluster_21	true	1415802	1417206	0.9902485199984871
ABJL02000008_1152	ABJL02000008	PULpy_PUL14	true	1417215	1418817	ABJL02000008_1152	ABJL02000008	ABJL02000008_cluster_21	true	1417215	1418817	0.999283487289629
ABJL02000008_1153	ABJL02000008		false	1419030	1419231	ABJL02000008_1153	ABJL02000008		false	1419030	1419231	0.9315293076222751
ABJL02000008_1154	ABJL02000008		false	1419302	1420151	ABJL02000008_1154	ABJL02000008		false	1419302	1420151	0.6707251051075465
ABJL02000008_1155	ABJL02000008		false	1420242	1421433	ABJL02000008_1155	ABJL02000008		false	1420242	1421433	0.03931779856897446
ABJL02000008_1156	ABJL02000008		false	1421830	1422724	ABJL02000008_1156	ABJL02000008		false	1421830	1422724	0.031390649175149686
ABJL02000008_1157	ABJL02000008		false	1422816	1423836	ABJL02000008_1157	ABJL02000008		false	1422816	1423836	0.023999821340433904
ABJL02000008_1158	ABJL02000008		false	1423849	1424491	ABJL02000008_1158	ABJL02000008		false	1423849	1424491	0.009725994866992728
ABJL02000008_1159	ABJL02000008		false	1424511	1426218	ABJL02000008_1159	ABJL02000008		false	1424511	1426218	0.04062986835878297
ABJL02000008_116	ABJL02000008		false	138186	139107	ABJL02000008_116	ABJL02000008		false	138186	139107	0.023067940847710692
ABJL02000008_1160	ABJL02000008		false	1426292	1426580	ABJL02000008_1160	ABJL02000008		false	1426292	1426580	0.031090322529215557
ABJL02000008_1161	ABJL02000008		false	1426594	1427545	ABJL02000008_1161	ABJL02000008		false	1426594	1427545	0.03647110771154622
ABJL02000008_1162	ABJL02000008		false	1427860	1430371	ABJL02000008_1162	ABJL02000008		false	1427860	1430371	0.22645125643099404
ABJL02000008_1163	ABJL02000008		false	1430676	1431696	ABJL02000008_1163	ABJL02000008		false	1430676	1431696	0.07939695825004098
ABJL02000008_1164	ABJL02000008		false	1431855	1432074	ABJL02000008_1164	ABJL02000008		false	1431855	1432074	0.00942791209887999
ABJL02000008_1165	ABJL02000008		false	1432341	1433979	ABJL02000008_1165	ABJL02000008		false	1432341	1433979	0.004651141238758247
ABJL02000008_1166	ABJL02000008		false	1434017	1434290	ABJL02000008_1166	ABJL02000008		false	1434017	1434290	0.005787765530306386
ABJL02000008_1167	ABJL02000008		false	1434536	1435388	ABJL02000008_1167	ABJL02000008		false	1434536	1435388	0.020543186950604295
ABJL02000008_1168	ABJL02000008		false	1435528	1435696	ABJL02000008_1168	ABJL02000008		false	1435528	1435696	0.023147318846297484
ABJL02000008_1169	ABJL02000008		false	1435773	1437138	ABJL02000008_1169	ABJL02000008		false	1435773	1437138	0.005765089659985856
ABJL02000008_117	ABJL02000008		false	139108	139693	ABJL02000008_117	ABJL02000008		false	139108	139693	0.005033651211591604
ABJL02000008_1170	ABJL02000008		false	1437371	1438577	ABJL02000008_1170	ABJL02000008		false	1437371	1438577	0.011317910304393827
ABJL02000008_1171	ABJL02000008		false	1438663	1439356	ABJL02000008_1171	ABJL02000008		false	1438663	1439356	0.007186386193340964
ABJL02000008_1172	ABJL02000008		false	1439491	1440802	ABJL02000008_1172	ABJL02000008		false	1439491	1440802	0.10726155509283758
ABJL02000008_1173	ABJL02000008		false	1440882	1442154	ABJL02000008_1173	ABJL02000008		false	1440882	1442154	0.004788324032207491
ABJL02000008_1174	ABJL02000008		false	1442150	1442639	ABJL02000008_1174	ABJL02000008		false	1442150	1442639	0.02668427525158345
ABJL02000008_1175	ABJL02000008		false	1442750	1443410	ABJL02000008_1175	ABJL02000008		false	1442750	1443410	0.03645177441123476
ABJL02000008_1176	ABJL02000008		false	1443427	1445473	ABJL02000008_1176	ABJL02000008		false	1443427	1445473	0.008254175149582259
ABJL02000008_1177	ABJL02000008		false	1445576	1446041	ABJL02000008_1177	ABJL02000008		false	1445576	1446041	0.02184608419428725
ABJL02000008_1178	ABJL02000008		false	1446292	1448128	ABJL02000008_1178	ABJL02000008		false	1446292	1448128	0.0001613876166633482
ABJL02000008_1179	ABJL02000008		false	1448259	1449084	ABJL02000008_1179	ABJL02000008		false	1448259	1449084	0.0036408131484983734
ABJL02000008_118	ABJL02000008		false	139706	140150	ABJL02000008_118	ABJL02000008		false	139706	140150	0.0352913467570145
ABJL02000008_1180	ABJL02000008		false	1449265	1450216	ABJL02000008_1180	ABJL02000008		false	1449265	1450216	0.005380952768158948
